PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"28576664","Uncertainty and stress: Why it causes diseases and how it is mastered by the brain","Peters A, McEwen BS, Friston K.","Prog Neurobiol. 2017 Sep;156:164-188. doi: 10.1016/j.pneurobio.2017.05.004. Epub 2017 May 30.","Peters A","Prog Neurobiol","2017","2017/06/04","","","10.1016/j.pneurobio.2017.05.004"
"26360571","Karl Friston: resisting the philosopause","Holmes D.","Lancet Psychiatry. 2014 Jul;1(2):117. doi: 10.1016/S2215-0366(14)70292-5. Epub 2014 Jul 9.","Holmes D","Lancet Psychiatry","2014","2015/09/12","","","10.1016/S2215-0366(14)70292-5"
"29560899","Precision Psychiatry","Friston KJ.","Biol Psychiatry Cogn Neurosci Neuroimaging. 2017 Nov;2(8):640-643. doi: 10.1016/j.bpsc.2017.08.007. Epub 2017 Nov 6.","Friston KJ","Biol Psychiatry Cogn Neurosci Neuroimaging","2017","2018/03/22","","","10.1016/j.bpsc.2017.08.007"
"36337860","An economic model of the drives from Friston's free energy perspective","Sikora G.","Front Hum Neurosci. 2022 Oct 20;16:955903. doi: 10.3389/fnhum.2022.955903. eCollection 2022.","Sikora G","Front Hum Neurosci","2022","2022/11/07","PMC9630462","","10.3389/fnhum.2022.955903"
"32732017","Active listening","Friston KJ, Sajid N, Quiroga-Martinez DR, Parr T, Price CJ, Holmes E.","Hear Res. 2021 Jan;399:107998. doi: 10.1016/j.heares.2020.107998. Epub 2020 May 20.","Friston KJ","Hear Res","2021","2020/08/01","PMC7812378","","10.1016/j.heares.2020.107998"
"22023741","SPM: a history","Ashburner J.","Neuroimage. 2012 Aug 15;62(2):791-800. doi: 10.1016/j.neuroimage.2011.10.025. Epub 2011 Oct 17.","Ashburner J","Neuroimage","2012","2011/10/26","PMC3480642","","10.1016/j.neuroimage.2011.10.025"
"33626312","Sophisticated Inference","Friston K, Da Costa L, Hafner D, Hesp C, Parr T.","Neural Comput. 2021 Mar;33(3):713-763. doi: 10.1162/neco_a_01351.","Friston K","Neural Comput","2021","2021/02/24","","","10.1162/neco_a_01351"
"31581195","Waves of prediction","Friston KJ.","PLoS Biol. 2019 Oct 3;17(10):e3000426. doi: 10.1371/journal.pbio.3000426. eCollection 2019 Oct.","Friston KJ","PLoS Biol","2019","2019/10/04","PMC6776254","","10.1371/journal.pbio.3000426"
"32645805","Representation and agency","Friston K.","Behav Brain Sci. 2020 Jun 19;43:e134. doi: 10.1017/S0140525X19002929.","Friston K","Behav Brain Sci","2020","2020/07/11","","","10.1017/S0140525X19002929"
"34164617","Editorial: Probabilistic Perspectives on Brain (Dys)function","Parr T, Marković D, Ramstead MJD, Smith R, Hesp C, Friston K.","Front Artif Intell. 2021 Jun 7;4:710179. doi: 10.3389/frai.2021.710179. eCollection 2021.","Parr T","Front Artif Intell","2021","2021/06/24","PMC8215382","","10.3389/frai.2021.710179"
"30319479","Making Worlds in a Waking Dream: Where Bion Intersects Friston on the Shaping and Breaking of Psychic Reality","Mellor MJ.","Front Psychol. 2018 Sep 27;9:1674. doi: 10.3389/fpsyg.2018.01674. eCollection 2018.","Mellor MJ","Front Psychol","2018","2018/10/16","PMC6171158","","10.3389/fpsyg.2018.01674"
"27346080","The Bayesian Savant","Friston K.","Biol Psychiatry. 2016 Jul 15;80(2):87-89. doi: 10.1016/j.biopsych.2016.05.006.","Friston K","Biol Psychiatry","2016","2016/06/28","","","10.1016/j.biopsych.2016.05.006"
"36506866","Editorial: Understanding in the human and the machine","Yufik YM, Friston KJ, Moran RJ.","Front Syst Neurosci. 2022 Nov 25;16:1081112. doi: 10.3389/fnsys.2022.1081112. eCollection 2022.","Yufik YM","Front Syst Neurosci","2022","2022/12/12","PMC9732658","","10.3389/fnsys.2022.1081112"
"32284177","All Thinking is 'Wishful' Thinking","Kruglanski AW, Jasko K, Friston K.","Trends Cogn Sci. 2020 Jun;24(6):413-424. doi: 10.1016/j.tics.2020.03.004. Epub 2020 Apr 11.","Kruglanski AW","Trends Cogn Sci","2020","2020/04/15","","","10.1016/j.tics.2020.03.004"
"29018337","Editorial: Self-Organization in the Nervous System","Yufik YM, Sengupta B, Friston K.","Front Syst Neurosci. 2017 Sep 26;11:69. doi: 10.3389/fnsys.2017.00069. eCollection 2017.","Yufik YM","Front Syst Neurosci","2017","2017/10/12","PMC5623039","","10.3389/fnsys.2017.00069"
"29307787","The free energy principle and autopoiesis: Comment on ""Answering Schrödinger's question: A free-energy formulation"" by Maxwell James Désormeau Ramstead, Paul Benjamin Badcock, Karl John Friston","Bitbol M, Gallagher S.","Phys Life Rev. 2018 Mar;24:24-26. doi: 10.1016/j.plrev.2017.12.011. Epub 2018 Jan 4.","Bitbol M","Phys Life Rev","2018","2018/01/09","","","10.1016/j.plrev.2017.12.011"
"33286324","Modules or Mean-Fields?","Parr T, Sajid N, Friston KJ.","Entropy (Basel). 2020 May 14;22(5):552. doi: 10.3390/e22050552.","Parr T","Entropy (Basel)","2020","2020/12/08","PMC7517075","EMS86658","10.3390/e22050552"
"16387201","Modeling brain responses","Friston KJ, Penny W, David O.","Int Rev Neurobiol. 2005;66:89-124. doi: 10.1016/S0074-7742(05)66003-5.","Friston KJ","Int Rev Neurobiol","2005","2006/01/03","","","10.1016/S0074-7742(05)66003-5"
"29478431","What is mood? A computational perspective","Clark JE, Watson S, Friston KJ.","Psychol Med. 2018 Oct;48(14):2277-2284. doi: 10.1017/S0033291718000430. Epub 2018 Feb 26.","Clark JE","Psychol Med","2018","2018/02/27","PMC6340107","","10.1017/S0033291718000430"
"31821868","Dynamic effective connectivity","Zarghami TS, Friston KJ.","Neuroimage. 2020 Feb 15;207:116453. doi: 10.1016/j.neuroimage.2019.116453. Epub 2019 Dec 9.","Zarghami TS","Neuroimage","2020","2019/12/11","","","10.1016/j.neuroimage.2019.116453"
"36172752","The emperor has no blanket!","Raja V, Baggs E, Chemero A, Anderson ML.","Behav Brain Sci. 2022 Sep 29;45:e204. doi: 10.1017/S0140525X22000243.","Raja V","Behav Brain Sci","2022","2022/09/29","","","10.1017/S0140525X22000243"
"27450778","The dysconnection hypothesis (2016)","Friston K, Brown HR, Siemerkus J, Stephan KE.","Schizophr Res. 2016 Oct;176(2-3):83-94. doi: 10.1016/j.schres.2016.07.014. Epub 2016 Jul 20.","Friston K","Schizophr Res","2016","2016/07/25","PMC5147460","","10.1016/j.schres.2016.07.014"
"15955494","Unified segmentation","Ashburner J, Friston KJ.","Neuroimage. 2005 Jul 1;26(3):839-51. doi: 10.1016/j.neuroimage.2005.02.018. Epub 2005 Apr 1.","Ashburner J","Neuroimage","2005","2005/06/16","","","10.1016/j.neuroimage.2005.02.018"
"25563935","A Duet for one","Friston K, Frith C.","Conscious Cogn. 2015 Nov;36:390-405. doi: 10.1016/j.concog.2014.12.003. Epub 2015 Jan 3.","Friston K","Conscious Cogn","2015","2015/01/08","PMC4553904","","10.1016/j.concog.2014.12.003"
"27388979","Attention in the predictive mind","Ransom M, Fazelpour S, Mole C.","Conscious Cogn. 2017 Jan;47:99-112. doi: 10.1016/j.concog.2016.06.011. Epub 2016 Jul 4.","Ransom M","Conscious Cogn","2017","2016/07/09","","","10.1016/j.concog.2016.06.011"
"20034840","Some puzzles relating to the free-energy principle: comment on Friston","Thornton C.","Trends Cogn Sci. 2010 Feb;14(2):53-4; author reply 54-5. doi: 10.1016/j.tics.2009.11.010. Epub 2009 Dec 23.","Thornton C","Trends Cogn Sci","2010","2009/12/26","","","10.1016/j.tics.2009.11.010"
"30120751","Active Inference, Novelty and Neglect","Parr T, Friston KJ.","Curr Top Behav Neurosci. 2019;41:115-128. doi: 10.1007/7854_2018_61.","Parr T","Curr Top Behav Neurosci","2019","2018/08/19","","","10.1007/7854_2018_61"
"31786005","The art of abstraction: Comment on ""Morphogenesis as Bayesian inference: A variational approach to pattern formation and control in complex biological systems"" by F. Kuchling, K. Friston, G. Georgiev, M. Levin","Annila A.","Phys Life Rev. 2020 Jul;33:119-120. doi: 10.1016/j.plrev.2019.11.008. Epub 2019 Nov 25.","Annila A","Phys Life Rev","2020","2019/12/02","","","10.1016/j.plrev.2019.11.008"
"27375276","Active inference and learning","Friston K, FitzGerald T, Rigoli F, Schwartenbeck P, O Doherty J, Pezzulo G.","Neurosci Biobehav Rev. 2016 Sep;68:862-879. doi: 10.1016/j.neubiorev.2016.06.022. Epub 2016 Jun 29.","Friston K","Neurosci Biobehav Rev","2016","2016/07/05","PMC5167251","","10.1016/j.neubiorev.2016.06.022"
"36056173","Computational psychiatry: from synapses to sentience","Friston K.","Mol Psychiatry. 2023 Jan;28(1):256-268. doi: 10.1038/s41380-022-01743-z. Epub 2022 Sep 2.","Friston K","Mol Psychiatry","2023","2022/09/02","PMC7614021","EMS152616","10.1038/s41380-022-01743-z"
"34634605","World model learning and inference","Friston K, Moran RJ, Nagai Y, Taniguchi T, Gomi H, Tenenbaum J.","Neural Netw. 2021 Dec;144:573-590. doi: 10.1016/j.neunet.2021.09.011. Epub 2021 Sep 21.","Friston K","Neural Netw","2021","2021/10/11","","","10.1016/j.neunet.2021.09.011"
"8587881","Neuronal transients","Friston KJ.","Proc Biol Sci. 1995 Sep 22;261(1362):401-5. doi: 10.1098/rspb.1995.0166.","Friston KJ","Proc Biol Sci","1995","1995/09/22","","","10.1098/rspb.1995.0166"
"9345550","Another neural code?","Friston KJ.","Neuroimage. 1997 Apr;5(3):213-20. doi: 10.1006/nimg.1997.0260.","Friston KJ","Neuroimage","1997","1997/04/01","","","10.1006/nimg.1997.0260"
"36172771","Markov blankets and Bayesian territories","Beck J.","Behav Brain Sci. 2022 Sep 29;45:e187. doi: 10.1017/S0140525X22000619.","Beck J","Behav Brain Sci","2022","2022/09/29","","","10.1017/S0140525X22000619"
"29643221","A variational approach to niche construction","Constant A, Ramstead MJD, Veissière SPL, Campbell JO, Friston KJ.","J R Soc Interface. 2018 Apr;15(141):20170685. doi: 10.1098/rsif.2017.0685.","Constant A","J R Soc Interface","2018","2018/04/13","PMC5938575","","10.1098/rsif.2017.0685"
"35174319","Minds and Brains, Sleep and Psychiatry","Hobson JA, Gott JA, Friston KJ.","Psychiatr Res Clin Pract. 2021 Spring;3(1):12-28. doi: 10.1176/appi.prcp.20200023. Epub 2020 Nov 10.","Hobson JA","Psychiatr Res Clin Pract","2021","2022/02/17","PMC8834904","","10.1176/appi.prcp.20200023"
"22178504","Prediction, perception and agency","Friston K.","Int J Psychophysiol. 2012 Feb;83(2):248-52. doi: 10.1016/j.ijpsycho.2011.11.014. Epub 2011 Dec 13.","Friston K","Int J Psychophysiol","2012","2011/12/20","PMC3314993","","10.1016/j.ijpsycho.2011.11.014"
"25003817","Granger causality revisited","Friston KJ, Bastos AM, Oswal A, van Wijk B, Richter C, Litvak V.","Neuroimage. 2014 Nov 1;101:796-808. doi: 10.1016/j.neuroimage.2014.06.062. Epub 2014 Jul 5.","Friston KJ","Neuroimage","2014","2014/07/09","PMC4176655","","10.1016/j.neuroimage.2014.06.062"
"31551719","The Dialectics of Free Energy Minimization","Boonstra EA, Slagter HA.","Front Syst Neurosci. 2019 Sep 10;13:42. doi: 10.3389/fnsys.2019.00042. eCollection 2019.","Boonstra EA","Front Syst Neurosci","2019","2019/09/26","PMC6746971","","10.3389/fnsys.2019.00042"
"29029962","Answering Schrödinger's question: A free-energy formulation","Ramstead MJD, Badcock PB, Friston KJ.","Phys Life Rev. 2018 Mar;24:1-16. doi: 10.1016/j.plrev.2017.09.001. Epub 2017 Sep 20.","Ramstead MJD","Phys Life Rev","2018","2017/10/15","PMC5857288","","10.1016/j.plrev.2017.09.001"
"30072943","Expected Free Energy Formalizes Conflict Underlying Defense in Freudian Psychoanalysis","Connolly P.","Front Psychol. 2018 Jul 19;9:1264. doi: 10.3389/fpsyg.2018.01264. eCollection 2018.","Connolly P","Front Psychol","2018","2018/08/04","PMC6060308","","10.3389/fpsyg.2018.01264"
"25918034","Cross-validation and hypothesis testing in neuroimaging: An irenic comment on the exchange between Friston and Lindquist et al","Reiss PT.","Neuroimage. 2015 Aug 1;116:248-54. doi: 10.1016/j.neuroimage.2015.04.032. Epub 2015 Apr 25.","Reiss PT","Neuroimage","2015","2015/04/29","PMC4783767","NIHMS764900","10.1016/j.neuroimage.2015.04.032"
"23583358","Why small low-powered studies are worse than large high-powered studies and how to protect against ""trivial"" findings in research: comment on Friston (2012)","Ingre M.","Neuroimage. 2013 Nov 1;81:496-498. doi: 10.1016/j.neuroimage.2013.03.030. Epub 2013 Apr 12.","Ingre M","Neuroimage","2013","2013/04/16","","","10.1016/j.neuroimage.2013.03.030"
"25277283","Autism, oxytocin and interoception","Quattrocki E, Friston K.","Neurosci Biobehav Rev. 2014 Nov;47:410-30. doi: 10.1016/j.neubiorev.2014.09.012. Epub 2014 Sep 30.","Quattrocki E","Neurosci Biobehav Rev","2014","2014/10/04","PMC4726659","","10.1016/j.neubiorev.2014.09.012"
"29527157","Computational Neuropsychology and Bayesian Inference","Parr T, Rees G, Friston KJ.","Front Hum Neurosci. 2018 Feb 23;12:61. doi: 10.3389/fnhum.2018.00061. eCollection 2018.","Parr T","Front Hum Neurosci","2018","2018/03/13","PMC5829460","","10.3389/fnhum.2018.00061"
"35140253","Brain information processing capacity modeling","Li T, Zheng Y, Wang Z, Zhu DC, Ren J, Liu T, Friston K.","Sci Rep. 2022 Feb 9;12(1):2174. doi: 10.1038/s41598-022-05870-z.","Li T","Sci Rep","2022","2022/02/10","PMC8828878","","10.1038/s41598-022-05870-z"
"28782543","The active construction of the visual world","Parr T, Friston KJ.","Neuropsychologia. 2017 Sep;104:92-101. doi: 10.1016/j.neuropsychologia.2017.08.003. Epub 2017 Aug 3.","Parr T","Neuropsychologia","2017","2017/08/08","PMC5637165","","10.1016/j.neuropsychologia.2017.08.003"
"9403895","Functional imaging and neuropsychiatry","Dolan RJ, Friston KJ.","Psychol Med. 1997 Nov;27(6):1241-6. doi: 10.1017/s0033291797004819.","Dolan RJ","Psychol Med","1997","1997/12/24","","","10.1017/s0033291797004819"
"36172761","Maps and territories, smoke, and mirrors","Friston K.","Behav Brain Sci. 2022 Sep 29;45:e195. doi: 10.1017/S0140525X22000073.","Friston K","Behav Brain Sci","2022","2022/09/29","","","10.1017/S0140525X22000073"
"36172765","Redressing the emperor in causal clothing","Btesh VJ, Bramley NR, Lagnado DA.","Behav Brain Sci. 2022 Sep 29;45:e188. doi: 10.1017/S0140525X22000176.","Btesh VJ","Behav Brain Sci","2022","2022/09/29","","","10.1017/S0140525X22000176"
"36099665","Neural Networks special issue on Artificial Intelligence and Brain Science","Doya K, Friston K, Sugiyama M, Tenenbaum J.","Neural Netw. 2022 Nov;155:328-329. doi: 10.1016/j.neunet.2022.08.018. Epub 2022 Aug 27.","Doya K","Neural Netw","2022","2022/09/13","","","10.1016/j.neunet.2022.08.018"
"32687883","Generative models, linguistic communication and active inference","Friston KJ, Parr T, Yufik Y, Sajid N, Price CJ, Holmes E.","Neurosci Biobehav Rev. 2020 Nov;118:42-64. doi: 10.1016/j.neubiorev.2020.07.005. Epub 2020 Jul 17.","Friston KJ","Neurosci Biobehav Rev","2020","2020/07/21","PMC7758713","","10.1016/j.neubiorev.2020.07.005"
"37015713","Teaching Social Virtual Reality With Ubiq","Friston S, Congdon B, Steed A, Santos BS, Alford G.","IEEE Comput Graph Appl. 2022 Nov-Dec;42(6):116-122. doi: 10.1109/MCG.2022.3211729.","Friston S","IEEE Comput Graph Appl","2022","2023/04/04","","","10.1109/MCG.2022.3211729"
"25079053","LFP and oscillations-what do they tell us?","Friston KJ, Bastos AM, Pinotsis D, Litvak V.","Curr Opin Neurobiol. 2015 Apr;31:1-6. doi: 10.1016/j.conb.2014.05.004. Epub 2014 Jul 30.","Friston KJ","Curr Opin Neurobiol","2015","2014/08/01","PMC4376394","","10.1016/j.conb.2014.05.004"
"33343039","Active inference on discrete state-spaces: A synthesis","Da Costa L, Parr T, Sajid N, Veselic S, Neacsu V, Friston K.","J Math Psychol. 2020 Dec;99:102447. doi: 10.1016/j.jmp.2020.102447.","Da Costa L","J Math Psychol","2020","2020/12/21","PMC7732703","","10.1016/j.jmp.2020.102447"
"28416414","Deep temporal models and active inference","Friston KJ, Rosch R, Parr T, Price C, Bowman H.","Neurosci Biobehav Rev. 2017 Jun;77:388-402. doi: 10.1016/j.neubiorev.2017.04.009. Epub 2017 Apr 14.","Friston KJ","Neurosci Biobehav Rev","2017","2017/04/19","PMC5461873","","10.1016/j.neubiorev.2017.04.009"
"18450479","Variational filtering","Friston KJ.","Neuroimage. 2008 Jul 1;41(3):747-66. doi: 10.1016/j.neuroimage.2008.03.017. Epub 2008 Mar 20.","Friston KJ","Neuroimage","2008","2008/05/03","","","10.1016/j.neuroimage.2008.03.017"
"33328201","'Dark matter', second waves and epidemiological modelling","Friston K, Costello A, Pillay D.","BMJ Glob Health. 2020 Dec;5(12):e003978. doi: 10.1136/bmjgh-2020-003978.","Friston K","BMJ Glob Health","2020","2020/12/17","PMC7745338","","10.1136/bmjgh-2020-003978"
"9549774","The disconnection hypothesis","Friston KJ.","Schizophr Res. 1998 Mar 10;30(2):115-25. doi: 10.1016/s0920-9964(97)00140-0.","Friston KJ","Schizophr Res","1998","1998/04/29","","","10.1016/s0920-9964(97)00140-0"
"28161288","The Depressed Brain: An Evolutionary Systems Theory","Badcock PB, Davey CG, Whittle S, Allen NB, Friston KJ.","Trends Cogn Sci. 2017 Mar;21(3):182-194. doi: 10.1016/j.tics.2017.01.005. Epub 2017 Feb 1.","Badcock PB","Trends Cogn Sci","2017","2017/02/06","","","10.1016/j.tics.2017.01.005"
"28408874","Editorial: Mapping Psychopathology with fMRI and Effective Connectivity Analysis","Li B, Razi A, Friston KJ.","Front Hum Neurosci. 2017 Mar 31;11:151. doi: 10.3389/fnhum.2017.00151. eCollection 2017.","Li B","Front Hum Neurosci","2017","2017/04/15","PMC5374194","","10.3389/fnhum.2017.00151"
"30038278","Does predictive coding have a future?","Friston K.","Nat Neurosci. 2018 Aug;21(8):1019-1021. doi: 10.1038/s41593-018-0200-7.","Friston K","Nat Neurosci","2018","2018/07/25","","","10.1038/s41593-018-0200-7"
"27261057","The Functional Anatomy of Time: What and When in the Brain","Friston K, Buzsáki G.","Trends Cogn Sci. 2016 Jul;20(7):500-511. doi: 10.1016/j.tics.2016.05.001. Epub 2016 May 31.","Friston K","Trends Cogn Sci","2016","2016/06/05","","","10.1016/j.tics.2016.05.001"
"30471869","Predictive Processes and the Peculiar Case of Music","Koelsch S, Vuust P, Friston K.","Trends Cogn Sci. 2019 Jan;23(1):63-77. doi: 10.1016/j.tics.2018.10.006. Epub 2018 Nov 21.","Koelsch S","Trends Cogn Sci","2019","2018/11/26","","","10.1016/j.tics.2018.10.006"
"29694845","Interoceptive inference: From computational neuroscience to clinic","Owens AP, Allen M, Ondobaka S, Friston KJ.","Neurosci Biobehav Rev. 2018 Jul;90:174-183. doi: 10.1016/j.neubiorev.2018.04.017. Epub 2018 Apr 22.","Owens AP","Neurosci Biobehav Rev","2018","2018/04/26","","","10.1016/j.neubiorev.2018.04.017"
"31255808","Variational representational similarity analysis","Friston KJ, Diedrichsen J, Holmes E, Zeidman P.","Neuroimage. 2019 Nov 1;201:115986. doi: 10.1016/j.neuroimage.2019.06.064. Epub 2019 Jun 28.","Friston KJ","Neuroimage","2019","2019/07/01","PMC6892264","","10.1016/j.neuroimage.2019.06.064"
"36863320","Scientific communication and the semantics of sentience","Kagan BJ, Razi A, Bhat A, Kitchen AC, Tran NT, Habibollahi F, Khajehnejad M, Parker BJ, Rollo B, Friston KJ.","Neuron. 2023 Mar 1;111(5):606-607. doi: 10.1016/j.neuron.2023.02.008.","Kagan BJ","Neuron","2023","2023/03/02","","","10.1016/j.neuron.2023.02.008"
"15741456","Disconnection and cognitive dysmetria in schizophrenia","Friston K.","Am J Psychiatry. 2005 Mar;162(3):429-32. doi: 10.1176/appi.ajp.162.3.429.","Friston K","Am J Psychiatry","2005","2005/03/03","","","10.1176/appi.ajp.162.3.429"
"16087442","Bilinear dynamical systems","Penny W, Ghahramani Z, Friston K.","Philos Trans R Soc Lond B Biol Sci. 2005 May 29;360(1457):983-93. doi: 10.1098/rstb.2005.1642.","Penny W","Philos Trans R Soc Lond B Biol Sci","2005","2005/08/10","PMC1854926","","10.1098/rstb.2005.1642"
"30407133","Impulsivity and Active Inference","Mirza MB, Adams RA, Parr T, Friston K.","J Cogn Neurosci. 2019 Feb;31(2):202-220. doi: 10.1162/jocn_a_01352. Epub 2018 Nov 8.","Mirza MB","J Cogn Neurosci","2019","2018/11/09","","","10.1162/jocn_a_01352"
"20408223","Event-related f MRI","Josephs O, Turner R, Friston K.","Hum Brain Mapp. 1997;5(4):243-8. doi: 10.1002/(SICI)1097-0193(1997)5:4<243::AID-HBM7>3.0.CO;2-3.","Josephs O","Hum Brain Mapp","1997","2010/04/22","","","10.1002/(SICI)1097-0193(1997)5:4<243::AID-HBM7>3.0.CO;2-3"
"29475638","Hierarchical Active Inference: A Theory of Motivated Control","Pezzulo G, Rigoli F, Friston KJ.","Trends Cogn Sci. 2018 Apr;22(4):294-306. doi: 10.1016/j.tics.2018.01.009. Epub 2018 Feb 20.","Pezzulo G","Trends Cogn Sci","2018","2018/02/25","PMC5870049","","10.1016/j.tics.2018.01.009"
"28338892","Embodiment and Schizophrenia: A Review of Implications and Applications","Tschacher W, Giersch A, Friston K.","Schizophr Bull. 2017 Jul 1;43(4):745-753. doi: 10.1093/schbul/sbw220.","Tschacher W","Schizophr Bull","2017","2017/03/25","PMC5472128","","10.1093/schbul/sbw220"
"35231935","Bayesian Brains and the Rényi Divergence","Sajid N, Faccio F, Da Costa L, Parr T, Schmidhuber J, Friston K.","Neural Comput. 2022 Mar 23;34(4):829-855. doi: 10.1162/neco_a_01484.","Sajid N","Neural Comput","2022","2022/03/01","","","10.1162/neco_a_01484"
"22521475","Ten ironic rules for non-statistical reviewers","Friston K.","Neuroimage. 2012 Jul 16;61(4):1300-10. doi: 10.1016/j.neuroimage.2012.04.018. Epub 2012 Apr 13.","Friston K","Neuroimage","2012","2012/04/24","","","10.1016/j.neuroimage.2012.04.018"
"35172624","Clinical wisdom, science and evidence: The neglected gifts of psychodynamic thinking","Harari E, Grant DC.","Aust N Z J Psychiatry. 2022 Jun;56(6):594-602. doi: 10.1177/00048674221077622. Epub 2022 Feb 16.","Harari E","Aust N Z J Psychiatry","2022","2022/02/17","","","10.1177/00048674221077622"
"30369836","Active Inference and Cognitive Consistency","Friston KJ.","Psychol Inq. 2018 Oct 10;29(2):67-73. doi: 10.1080/1047840X.2018.1480693. eCollection 2018.","Friston KJ","Psychol Inq","2018","2018/10/30","PMC6191887","","10.1080/1047840X.2018.1480693"
"33271162","Neural and phenotypic representation under the free-energy principle","Ramstead MJD, Hesp C, Tschantz A, Smith R, Constant A, Friston K.","Neurosci Biobehav Rev. 2021 Jan;120:109-122. doi: 10.1016/j.neubiorev.2020.11.024. Epub 2020 Nov 30.","Ramstead MJD","Neurosci Biobehav Rev","2021","2020/12/03","PMC7955287","","10.1016/j.neubiorev.2020.11.024"
"28355860","Perception, as you make it","Vinson DW, Abney DH, Amso D, Chemero A, Cutting JE, Dale R, Freeman JB, Feldman LB, Friston KJ, Gallagher S, Jordan JS, Mudrik L, Ondobaka S, Richardson DC, Shams L, Shiffrar M, Spivey MJ.","Behav Brain Sci. 2016 Jan;39:e260. doi: 10.1017/S0140525X15002678.","Vinson DW","Behav Brain Sci","2016","2017/03/31","","","10.1017/S0140525X15002678"
"34810157","Independent SAGE replies to The BMJ","Pillay D; Independent Scientific Advisory Group for Emergencies.","BMJ. 2021 Nov 22;375:n2850. doi: 10.1136/bmj.n2850.","Pillay D","BMJ","2021","2021/11/23","","","10.1136/bmj.n2850"
"16150609","Editor's note","Friston K.","Neuroimage. 2005 Oct 15;28(1):1-3. doi: 10.1016/j.neuroimage.2005.08.001.","Friston K","Neuroimage","2005","2005/09/10","","","10.1016/j.neuroimage.2005.08.001"
"21822426","Academic software applications for electromagnetic brain mapping using MEG and EEG","Baillet S, Friston K, Oostenveld R.","Comput Intell Neurosci. 2011;2011:972050. doi: 10.1155/2011/972050. Epub 2011 Jul 13.","Baillet S","Comput Intell Neurosci","2011","2011/08/09","PMC3148593","","10.1155/2011/972050"
"25957007","Active inference, communication and hermeneutics","Friston KJ, Frith CD.","Cortex. 2015 Jul;68:129-43. doi: 10.1016/j.cortex.2015.03.025. Epub 2015 Apr 15.","Friston KJ","Cortex","2015","2015/05/10","PMC4502445","","10.1016/j.cortex.2015.03.025"
"33927605","Generative Models for Active Vision","Parr T, Sajid N, Da Costa L, Mirza MB, Friston KJ.","Front Neurorobot. 2021 Apr 13;15:651432. doi: 10.3389/fnbot.2021.651432. eCollection 2021.","Parr T","Front Neurorobot","2021","2021/04/30","PMC8076554","","10.3389/fnbot.2021.651432"
