PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36465966","Brain-inspired Predictive Coding Improves the Performance of Machine Challenging Tasks","Lee J, Jo J, Lee B, Lee JH, Yoon S.","Front Comput Neurosci. 2022 Nov 16;16:1062678. doi: 10.3389/fncom.2022.1062678. eCollection 2022.","Lee J","Front Comput Neurosci","2022","2022/12/05","PMC9709416","","10.3389/fncom.2022.1062678"
"25840879","A predictive coding framework for rapid neural dynamics during sentence-level language comprehension","Lewis AG, Bastiaansen M.","Cortex. 2015 Jul;68:155-68. doi: 10.1016/j.cortex.2015.02.014. Epub 2015 Mar 4.","Lewis AG","Cortex","2015","2015/04/05","","","10.1016/j.cortex.2015.02.014"
"33199171","The promise of layer-specific neuroimaging for testing predictive coding theories of psychosis","Haarsma J, Kok P, Browning M.","Schizophr Res. 2022 Jul;245:68-76. doi: 10.1016/j.schres.2020.10.009. Epub 2020 Nov 13.","Haarsma J","Schizophr Res","2022","2020/11/17","PMC9241988","","10.1016/j.schres.2020.10.009"
"28782642","Great Expectations: Is there Evidence for Predictive Coding in Auditory Cortex?","Heilbron M, Chait M.","Neuroscience. 2018 Oct 1;389:54-73. doi: 10.1016/j.neuroscience.2017.07.061. Epub 2017 Aug 4.","Heilbron M","Neuroscience","2018","2017/08/08","","","10.1016/j.neuroscience.2017.07.061"
"35664437","Associative Memories via Predictive Coding","Salvatori T, Song Y, Hong Y, Sha L, Frieder S, Xu Z, Bogacz R, Lukasiewicz T.","Adv Neural Inf Process Syst. 2021 Dec 1;34:3874-3886.","Salvatori T","Adv Neural Inf Process Syst","2021","2022/06/06","PMC7612799","EMS144876",""
"17429704","Predictive coding: an account of the mirror neuron system","Kilner JM, Friston KJ, Frith CD.","Cogn Process. 2007 Sep;8(3):159-66. doi: 10.1007/s10339-007-0170-2. Epub 2007 Apr 12.","Kilner JM","Cogn Process","2007","2007/04/13","PMC2649419","UKMS3881","10.1007/s10339-007-0170-2"
"26861557","Repetition suppression and its contextual determinants in predictive coding","Auksztulewicz R, Friston K.","Cortex. 2016 Jul;80:125-40. doi: 10.1016/j.cortex.2015.11.024. Epub 2016 Jan 19.","Auksztulewicz R","Cortex","2016","2016/02/11","PMC5405056","","10.1016/j.cortex.2015.11.024"
"35686118","Continual Sequence Modeling With Predictive Coding","Annabi L, Pitti A, Quoy M.","Front Neurorobot. 2022 May 23;16:845955. doi: 10.3389/fnbot.2022.845955. eCollection 2022.","Annabi L","Front Neurorobot","2022","2022/06/10","PMC9171436","","10.3389/fnbot.2022.845955"
"30038278","Does predictive coding have a future?","Friston K.","Nat Neurosci. 2018 Aug;21(8):1019-1021. doi: 10.1038/s41593-018-0200-7.","Friston K","Nat Neurosci","2018","2018/07/25","","","10.1038/s41593-018-0200-7"
"32795234","A Predictive-Coding Network That Is Both Discriminative and Generative","Sun W, Orchard J.","Neural Comput. 2020 Oct;32(10):1836-1862. doi: 10.1162/neco_a_01311. Epub 2020 Aug 14.","Sun W","Neural Comput","2020","2020/08/16","","","10.1162/neco_a_01311"
"36569556","Predictive coding is a consequence of energy efficiency in recurrent neural networks","Ali A, Ahmad N, de Groot E, Johannes van Gerven MA, Kietzmann TC.","Patterns (N Y). 2022 Nov 23;3(12):100639. doi: 10.1016/j.patter.2022.100639. eCollection 2022 Dec 9.","Ali A","Patterns (N Y)","2022","2022/12/26","PMC9768680","","10.1016/j.patter.2022.100639"
"33404900","Nonhuman rationality: a predictive coding perspective","Hung TW.","Cogn Process. 2021 May;22(2):353-362. doi: 10.1007/s10339-020-01009-y. Epub 2021 Jan 6.","Hung TW","Cogn Process","2021","2021/01/06","","","10.1007/s10339-020-01009-y"
"24656247","Placebo analgesia: a predictive coding perspective","Büchel C, Geuter S, Sprenger C, Eippert F.","Neuron. 2014 Mar 19;81(6):1223-1239. doi: 10.1016/j.neuron.2014.02.042.","Büchel C","Neuron","2014","2014/03/25","","","10.1016/j.neuron.2014.02.042"
"37531366","Hybrid predictive coding: Inferring, fast and slow","Tscshantz A, Millidge B, Seth AK, Buckley CL.","PLoS Comput Biol. 2023 Aug 2;19(8):e1011280. doi: 10.1371/journal.pcbi.1011280. eCollection 2023 Aug.","Tscshantz A","PLoS Comput Biol","2023","2023/08/02","PMC10395865","","10.1371/journal.pcbi.1011280"
"35120628","Predictive coding of natural images by V1 firing rates and rhythmic synchronization","Uran C, Peter A, Lazar A, Barnes W, Klon-Lipok J, Shapcott KA, Roese R, Fries P, Singer W, Vinck M.","Neuron. 2022 Apr 6;110(7):1240-1257.e8. doi: 10.1016/j.neuron.2022.01.002. Epub 2022 Feb 3.","Uran C","Neuron","2022","2022/02/05","PMC8992798","","10.1016/j.neuron.2022.01.002"
"26249226","A Cerebellar Framework for Predictive Coding and Homeostatic Regulation in Depressive Disorder","Schutter DJLG.","Cerebellum. 2016 Feb;15(1):30-33. doi: 10.1007/s12311-015-0708-2.","Schutter DJLG","Cerebellum","2016","2015/08/08","PMC4726720","","10.1007/s12311-015-0708-2"
"27118562","Predictive coding as a model of cognition","Spratling MW.","Cogn Process. 2016 Aug;17(3):279-305. doi: 10.1007/s10339-016-0765-6. Epub 2016 Apr 27.","Spratling MW","Cogn Process","2016","2016/04/28","","","10.1007/s10339-016-0765-6"
"37421540","Analgesia for the Bayesian Brain: How Predictive Coding Offers Insights Into the Subjectivity of Pain","Lersch FE, Frickmann FCS, Urman RD, Burgermeister G, Siercks K, Luedi MM, Straumann S.","Curr Pain Headache Rep. 2023 Jul 8. doi: 10.1007/s11916-023-01122-5. Online ahead of print.","Lersch FE","Curr Pain Headache Rep","2023","2023/07/08","","","10.1007/s11916-023-01122-5"
"35534010","Predictive Coding Approximates Backprop Along Arbitrary Computation Graphs","Millidge B, Tschantz A, Buckley CL.","Neural Comput. 2022 May 19;34(6):1329-1368. doi: 10.1162/neco_a_01497.","Millidge B","Neural Comput","2022","2022/05/09","","","10.1162/neco_a_01497"
"37058541","Recurrent predictive coding models for associative memory employing covariance learning","Tang M, Salvatori T, Millidge B, Song Y, Lukasiewicz T, Bogacz R.","PLoS Comput Biol. 2023 Apr 14;19(4):e1010719. doi: 10.1371/journal.pcbi.1010719. eCollection 2023 Apr.","Tang M","PLoS Comput Biol","2023","2023/04/14","PMC10132551","","10.1371/journal.pcbi.1010719"
"24157198","Reflections on agranular architecture: predictive coding in the motor cortex","Shipp S, Adams RA, Friston KJ.","Trends Neurosci. 2013 Dec;36(12):706-16. doi: 10.1016/j.tins.2013.09.004. Epub 2013 Oct 22.","Shipp S","Trends Neurosci","2013","2013/10/26","PMC3858810","","10.1016/j.tins.2013.09.004"
"25278859","Visual mismatch negativity: a predictive coding view","Stefanics G, Kremláček J, Czigler I.","Front Hum Neurosci. 2014 Sep 16;8:666. doi: 10.3389/fnhum.2014.00666. eCollection 2014.","Stefanics G","Front Hum Neurosci","2014","2014/10/04","PMC4165279","","10.3389/fnhum.2014.00666"
"27695705","Predictive coding of multisensory timing","Shi Z, Burr D.","Curr Opin Behav Sci. 2016 Apr;8:200-206. doi: 10.1016/j.cobeha.2016.02.014. Epub 2016 Feb 17.","Shi Z","Curr Opin Behav Sci","2016","2016/10/04","PMC5040498","EMS68450","10.1016/j.cobeha.2016.02.014"
"34151266","Deficits of hierarchical predictive coding in left spatial neglect","Doricchi F, Pinto M, Pellegrino M, Marson F, Aiello M, Campana S, Tomaiuolo F, Lasaponara S.","Brain Commun. 2021 Jun 4;3(2):fcab111. doi: 10.1093/braincomms/fcab111. eCollection 2021.","Doricchi F","Brain Commun","2021","2021/06/21","PMC8209285","","10.1093/braincomms/fcab111"
"36130089","Predictive coding across the left fronto-temporal hierarchy during language comprehension","Wang L, Schoot L, Brothers T, Alexander E, Warnke L, Kim M, Khan S, Hämäläinen M, Kuperberg GR.","Cereb Cortex. 2023 Apr 4;33(8):4478-4497. doi: 10.1093/cercor/bhac356.","Wang L","Cereb Cortex","2023","2022/09/21","PMC10110445","","10.1093/cercor/bhac356"
"36076338","Predictive coding of natural images by V1 firing rates and rhythmic synchronization","Uran C, Peter A, Lazar A, Barnes W, Klon-Lipok J, Shapcott KA, Roese R, Fries P, Singer W, Vinck M.","Neuron. 2022 Sep 7;110(17):2886-2887. doi: 10.1016/j.neuron.2022.07.021.","Uran C","Neuron","2022","2022/09/09","PMC9466989","","10.1016/j.neuron.2022.07.021"
"37229143","Predictive Coding and Internal Error Correction in Speech Production","Teghipco A, Okada K, Murphy E, Hickok G.","Neurobiol Lang (Camb). 2023 Mar 8;4(1):81-119. doi: 10.1162/nol_a_00088. eCollection 2023.","Teghipco A","Neurobiol Lang (Camb)","2023","2023/05/25","PMC10205072","","10.1162/nol_a_00088"
"31265817","Fitting predictive coding to the neurophysiological data","Spratling MW.","Brain Res. 2019 Oct 1;1720:146313. doi: 10.1016/j.brainres.2019.146313. Epub 2019 Jun 29.","Spratling MW","Brain Res","2019","2019/07/03","","","10.1016/j.brainres.2019.146313"
"32860285","Recent advances in the application of predictive coding and active inference models within clinical neuroscience","Smith R, Badcock P, Friston KJ.","Psychiatry Clin Neurosci. 2021 Jan;75(1):3-13. doi: 10.1111/pcn.13138. Epub 2020 Sep 25.","Smith R","Psychiatry Clin Neurosci","2021","2020/08/30","","","10.1111/pcn.13138"
"27993448","Introduction - Cognitive penetration and predictive coding. Pushing the debate forward with the recent achievements of cognitive science","Newen A, Marchi F, Brössel P.","Conscious Cogn. 2017 Jan;47:1-5. doi: 10.1016/j.concog.2016.12.001. Epub 2016 Dec 16.","Newen A","Conscious Cogn","2017","2016/12/21","","","10.1016/j.concog.2016.12.001"
"29515495","The Interaction between Interoceptive and Action States within a Framework of Predictive Coding","Marshall AC, Gentsch A, Schütz-Bosbach S.","Front Psychol. 2018 Feb 20;9:180. doi: 10.3389/fpsyg.2018.00180. eCollection 2018.","Marshall AC","Front Psychol","2018","2018/03/09","PMC5826270","","10.3389/fpsyg.2018.00180"
"33852158","Does signal reduction imply predictive coding in models of spoken word recognition?","Luthra S, Li MYC, You H, Brodbeck C, Magnuson JS.","Psychon Bull Rev. 2021 Aug;28(4):1381-1389. doi: 10.3758/s13423-021-01924-x. Epub 2021 Apr 14.","Luthra S","Psychon Bull Rev","2021","2021/04/14","PMC8367925","","10.3758/s13423-021-01924-x"
"35168154","Predictive coding during action observation - A depth-resolved intersubject functional correlation study at 7T","Cerliani L, Bhandari R, De Angelis L, van der Zwaag W, Bazin PL, Gazzola V, Keysers C.","Cortex. 2022 Mar;148:121-138. doi: 10.1016/j.cortex.2021.12.008. Epub 2022 Jan 22.","Cerliani L","Cortex","2022","2022/02/15","","","10.1016/j.cortex.2021.12.008"
"25959592","Direct social perception, mindreading and Bayesian predictive coding","de Bruin L, Strijbos D.","Conscious Cogn. 2015 Nov;36:565-70. doi: 10.1016/j.concog.2015.04.014. Epub 2015 May 7.","de Bruin L","Conscious Cogn","2015","2015/05/12","","","10.1016/j.concog.2015.04.014"
"23416066","The free-energy self: a predictive coding account of self-recognition","Apps MA, Tsakiris M.","Neurosci Biobehav Rev. 2014 Apr;41:85-97. doi: 10.1016/j.neubiorev.2013.01.029. Epub 2013 Feb 15.","Apps MA","Neurosci Biobehav Rev","2014","2013/02/19","PMC3848896","EMS54501","10.1016/j.neubiorev.2013.01.029"
"30185464","Sleep Strengthens Predictive Sequence Coding","Lutz ND, Wolf I, Hübner S, Born J, Rauss K.","J Neurosci. 2018 Oct 17;38(42):8989-9000. doi: 10.1523/JNEUROSCI.1352-18.2018. Epub 2018 Sep 5.","Lutz ND","J Neurosci","2018","2018/09/07","PMC6705979","","10.1523/JNEUROSCI.1352-18.2018"
"37118893","Multimodal evidence for predictive coding in sentence oral reading","Zhao B, Zhang G, Wang L, Dang J.","Cereb Cortex. 2023 Jun 20;33(13):8620-8632. doi: 10.1093/cercor/bhad145.","Zhao B","Cereb Cortex","2023","2023/04/29","","","10.1093/cercor/bhad145"
"30022729","The Neuronal Basis of Predictive Coding Along the Auditory Pathway: From the Subcortical Roots to Cortical Deviance Detection","Carbajal GV, Malmierca MS.","Trends Hear. 2018 Jan-Dec;22:2331216518784822. doi: 10.1177/2331216518784822.","Carbajal GV","Trends Hear","2018","2018/07/20","PMC6053868","","10.1177/2331216518784822"
"34500255","Predictive coding feedback results in perceived illusory contours in a recurrent neural network","Pang Z, O'May CB, Choksi B, VanRullen R.","Neural Netw. 2021 Dec;144:164-175. doi: 10.1016/j.neunet.2021.08.024. Epub 2021 Aug 26.","Pang Z","Neural Netw","2021","2021/09/09","","","10.1016/j.neunet.2021.08.024"
"27639447","Vertigo and the processing of vestibular information: A review in the context of predictive coding","Klingner CM, Axer H, Brodoehl S, Witte OW.","Neurosci Biobehav Rev. 2016 Dec;71:379-387. doi: 10.1016/j.neubiorev.2016.09.009. Epub 2016 Sep 14.","Klingner CM","Neurosci Biobehav Rev","2016","2016/11/07","","","10.1016/j.neubiorev.2016.09.009"
"24307092","Why do you fear the bogeyman? An embodied predictive coding model of perceptual inference","Pezzulo G.","Cogn Affect Behav Neurosci. 2014 Sep;14(3):902-11. doi: 10.3758/s13415-013-0227-x.","Pezzulo G","Cogn Affect Behav Neurosci","2014","2013/12/06","","","10.3758/s13415-013-0227-x"
"24171746","Predictive coding, precision and synchrony","Friston K.","Cogn Neurosci. 2012;3(3-4):238-9. doi: 10.1080/17588928.2012.691277.","Friston K","Cogn Neurosci","2012","2013/11/01","","","10.1080/17588928.2012.691277"
"22371621","Multistability in auditory stream segregation: a predictive coding view","Winkler I, Denham S, Mill R, Bohm TM, Bendixen A.","Philos Trans R Soc Lond B Biol Sci. 2012 Apr 5;367(1591):1001-12. doi: 10.1098/rstb.2011.0359.","Winkler I","Philos Trans R Soc Lond B Biol Sci","2012","2012/02/29","PMC3282310","","10.1098/rstb.2011.0359"
"37090087","Learning on Arbitrary Graph Topologies via Predictive Coding","Salvatori T, Pinchetti L, Millidge B, Song Y, Bao T, Bogacz R, Lukasiewicz T.","Adv Neural Inf Process Syst. 2022 Nov;35:38232-38244.","Salvatori T","Adv Neural Inf Process Syst","2022","2023/04/24","PMC7614467","EMS174069",""
"33897405","Predictive Coding Over the Lifespan: Increased Reliance on Perceptual Priors in Older Adults-A Magnetoencephalography and Dynamic Causal Modeling Study","Chan JS, Wibral M, Stawowsky C, Brandl M, Helbling S, Naumer MJ, Kaiser J, Wollstadt P.","Front Aging Neurosci. 2021 Apr 9;13:631599. doi: 10.3389/fnagi.2021.631599. eCollection 2021.","Chan JS","Front Aging Neurosci","2021","2021/04/26","PMC8062739","","10.3389/fnagi.2021.631599"
"36801664","Inconsistent illusory motion in predictive coding deep neural networks","Kirubeswaran OR, Storrs KR.","Vision Res. 2023 May;206:108195. doi: 10.1016/j.visres.2023.108195. Epub 2023 Feb 17.","Kirubeswaran OR","Vision Res","2023","2023/02/21","","","10.1016/j.visres.2023.108195"
"33716157","Brain predictive coding processes are associated to COMT gene Val158Met polymorphism","Bonetti L, Bruzzone SEP, Sedghi NA, Haumann NT, Paunio T, Kantojärvi K, Kliuchko M, Vuust P, Brattico E.","Neuroimage. 2021 Jun;233:117954. doi: 10.1016/j.neuroimage.2021.117954. Epub 2021 Mar 11.","Bonetti L","Neuroimage","2021","2021/03/15","","","10.1016/j.neuroimage.2021.117954"
"29057720","Predictive coding and hallucinations: a question of balance","Fletcher PC.","Cogn Neuropsychiatry. 2017 Nov;22(6):453-460. doi: 10.1080/13546805.2017.1391083. Epub 2017 Oct 23.","Fletcher PC","Cogn Neuropsychiatry","2017","2017/10/24","","","10.1080/13546805.2017.1391083"
"25324813","Rhythmic complexity and predictive coding: a novel approach to modeling rhythm and meter perception in music","Vuust P, Witek MA.","Front Psychol. 2014 Oct 1;5:1111. doi: 10.3389/fpsyg.2014.01111. eCollection 2014.","Vuust P","Front Psychol","2014","2014/10/18","PMC4181238","","10.3389/fpsyg.2014.01111"
"31874149","fMRI reveals language-specific predictive coding during naturalistic sentence comprehension","Shain C, Blank IA, van Schijndel M, Schuler W, Fedorenko E.","Neuropsychologia. 2020 Feb 17;138:107307. doi: 10.1016/j.neuropsychologia.2019.107307. Epub 2019 Dec 24.","Shain C","Neuropsychologia","2020","2019/12/25","PMC7140726","NIHMS1554598","10.1016/j.neuropsychologia.2019.107307"
"34714752","Faster Convergence in Deep-Predictive-Coding Networks to Learn Deeper Representations","Sledge IJ, Principe JC.","IEEE Trans Neural Netw Learn Syst. 2023 Aug;34(8):5156-5170. doi: 10.1109/TNNLS.2021.3115698. Epub 2023 Aug 4.","Sledge IJ","IEEE Trans Neural Netw Learn Syst","2023","2021/10/29","","","10.1109/TNNLS.2021.3115698"
"34892820","Linear Predictive Coding for Acute Stress Prediction from Computer Mouse Movements","Kim LH, Goel R, Liang J, Pilanci M, Paredes PE.","Annu Int Conf IEEE Eng Med Biol Soc. 2021 Nov;2021:7465-7469. doi: 10.1109/EMBC46164.2021.9630217.","Kim LH","Annu Int Conf IEEE Eng Med Biol Soc","2021","2021/12/11","","","10.1109/EMBC46164.2021.9630217"
"37503725","Predictive coding and stochastic resonance as fundamental principles of auditory phantom perception","Schilling A, Sedley W, Gerum R, Metzner C, Tziridis K, Maier A, Schulze H, Zeng FG, Friston KJ, Krauss P.","Brain. 2023 Jul 28:awad255. doi: 10.1093/brain/awad255. Online ahead of print.","Schilling A","Brain","2023","2023/07/28","","","10.1093/brain/awad255"
"26959812","Predictive Coding: A Possible Explanation of Filling-In at the Blind Spot","Raman R, Sarkar S.","PLoS One. 2016 Mar 9;11(3):e0151194. doi: 10.1371/journal.pone.0151194. eCollection 2016.","Raman R","PLoS One","2016","2016/03/10","PMC4784844","","10.1371/journal.pone.0151194"
"25445839","Predictive coding for motion stimuli in human early visual cortex","Schellekens W, van Wezel RJ, Petridou N, Ramsey NF, Raemaekers M.","Brain Struct Funct. 2016 Mar;221(2):879-90. doi: 10.1007/s00429-014-0942-2. Epub 2014 Dec 2.","Schellekens W","Brain Struct Funct","2016","2014/12/03","","","10.1007/s00429-014-0942-2"
