PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"38951312","Predictive Processing During Cue-Outcome Associative Learning in Autistic Children","Papastamou F, Dumont C, Destrebecqz A, Kissine M.","J Autism Dev Disord. 2024 Jun 29. doi: 10.1007/s10803-024-06448-6. Online ahead of print.","Papastamou F","J Autism Dev Disord","2024","2024/07/01","","","10.1007/s10803-024-06448-6"
"38942099","Chronic pain - A maladaptive compensation to unbalanced hierarchical predictive processing","Castejón J, Chen F, Yasoda-Mohan A, Ó Sé C, Vanneste S.","Neuroimage. 2024 Jun 26;297:120711. doi: 10.1016/j.neuroimage.2024.120711. Online ahead of print.","Castejón J","Neuroimage","2024","2024/06/28","","","10.1016/j.neuroimage.2024.120711"
"38880020","Effects of expectations and sensory unreliability on voice detection - A preregistered study","Szymanek P, Homan M, van Elk M, Hohol M.","Conscious Cogn. 2024 Jun 15;123:103718. doi: 10.1016/j.concog.2024.103718. Online ahead of print.","Szymanek P","Conscious Cogn","2024","2024/06/16","","","10.1016/j.concog.2024.103718"
"38939217","Priors and prejudice: hierarchical predictive processing in intergroup perception","McGovern HT, Otten M.","Front Psychol. 2024 Jun 13;15:1386370. doi: 10.3389/fpsyg.2024.1386370. eCollection 2024.","McGovern HT","Front Psychol","2024","2024/06/28","PMC11210009","","10.3389/fpsyg.2024.1386370"
"38687896","Effect of contextual prediction on emotional word processing: an evidence from ERPNR-D-24-00189","Li Y, Sui X, Li Y.","Neuroreport. 2024 Jun 5;35(9):584-589. doi: 10.1097/WNR.0000000000002040. Epub 2024 Apr 26.","Li Y","Neuroreport","2024","2024/04/30","","","10.1097/WNR.0000000000002040"
"38627089","Two Prediction Error Systems in the Nonlemniscal Inferior Colliculus: ""Spectral"" and ""Nonspectral""","Carbajal GV, Casado-Román L, Malmierca MS.","J Neurosci. 2024 Jun 5;44(23):e1420232024. doi: 10.1523/JNEUROSCI.1420-23.2024.","Carbajal GV","J Neurosci","2024","2024/04/16","PMC11154860","","10.1523/JNEUROSCI.1420-23.2024"
"38887627","Forgetting ourselves in flow: an active inference account of flow states and how we experience ourselves within them","Parvizi-Wayne D, Sandved-Smith L, Pitliya RJ, Limanowski J, Tufft MRA, Friston KJ.","Front Psychol. 2024 Jun 3;15:1354719. doi: 10.3389/fpsyg.2024.1354719. eCollection 2024.","Parvizi-Wayne D","Front Psychol","2024","2024/06/18","PMC11182004","","10.3389/fpsyg.2024.1354719"
"38837401","Pain perception as hierarchical Bayesian inference: A test case for the theory of constructed emotion","Poublan-Couzardot A, Talmi D.","Ann N Y Acad Sci. 2024 Jun;1536(1):42-59. doi: 10.1111/nyas.15141. Epub 2024 Jun 5.","Poublan-Couzardot A","Ann N Y Acad Sci","2024","2024/06/05","","","10.1111/nyas.15141"
"38826009","Neural representations of statistical and rule-based predictions in Gilles de la Tourette syndrome","Takacs A, Toth-Faber E, Schubert L, Tarnok Z, Ghorbani F, Trelenberg M, Nemeth D, Münchau A, Beste C.","Hum Brain Mapp. 2024 Jun 1;45(8):e26719. doi: 10.1002/hbm.26719.","Takacs A","Hum Brain Mapp","2024","2024/06/03","PMC11144952","","10.1002/hbm.26719"
"38739367","Systematic review and meta-analysis of the visual mismatch negativity in schizophrenia","Mazer P, Carneiro F, Domingo J, Pasion R, Silveira C, Ferreira-Santos F.","Eur J Neurosci. 2024 Jun;59(11):2863-2874. doi: 10.1111/ejn.16355. Epub 2024 May 13.","Mazer P","Eur J Neurosci","2024","2024/05/13","","","10.1111/ejn.16355"
"38651566","Predictive processing of music and language in autism: Evidence from Mandarin and English speakers","Zhao C, Ong JH, Veic A, Patel AD, Jiang C, Fogel AR, Wang L, Hou Q, Das D, Crasto C, Chakrabarti B, Williams TI, Loutrari A, Liu F.","Autism Res. 2024 Jun;17(6):1230-1257. doi: 10.1002/aur.3133. Epub 2024 Apr 23.","Zhao C","Autism Res","2024","2024/04/23","","","10.1002/aur.3133"
"38492085","The role of identity priming on the (unconscious) bodily self-attribution","Ciorli T, Pia L.","Psychol Res. 2024 Jun;88(4):1331-1338. doi: 10.1007/s00426-024-01944-x. Epub 2024 Mar 16.","Ciorli T","Psychol Res","2024","2024/03/16","PMC11143043","","10.1007/s00426-024-01944-x"
"38453590","""And how did that make you feel?"" - Repeated symptom queries enhance symptom reports elicited by negative affect","Petzke TM, Elspaß L, Köteles F, Van den Bergh O, Witthöft M.","J Psychosom Res. 2024 Jun;181:111634. doi: 10.1016/j.jpsychores.2024.111634. Epub 2024 Mar 1.","Petzke TM","J Psychosom Res","2024","2024/03/07","","","10.1016/j.jpsychores.2024.111634"
"38367347","Fine-grained differences in gender-cue strength affect predictive processing in children: Cross-linguistic evidence from Russian and Bulgarian","Ivanova-Sullivan T, Meir N, Sekerina IA.","J Exp Child Psychol. 2024 Jun;242:105868. doi: 10.1016/j.jecp.2024.105868. Epub 2024 Feb 16.","Ivanova-Sullivan T","J Exp Child Psychol","2024","2024/02/17","","","10.1016/j.jecp.2024.105868"
"38820550","Prior Context and Individual Alpha Frequency Influence Predictive Processing during Language Comprehension","Jano S, Cross Z, Chatburn A, Schlesewsky M, Bornkessel-Schlesewsky I.","J Cogn Neurosci. 2024 May 30:1-39. doi: 10.1162/jocn_a_02196. Online ahead of print.","Jano S","J Cogn Neurosci","2024","2024/05/31","","","10.1162/jocn_a_02196"
"38806790","Invariant representations in abstract concept grounding - the physical world in grounded cognition","Friedrich J, Fischer MH, Raab M.","Psychon Bull Rev. 2024 May 28. doi: 10.3758/s13423-024-02522-3. Online ahead of print.","Friedrich J","Psychon Bull Rev","2024","2024/05/28","","","10.3758/s13423-024-02522-3"
"38855441","Binocularly suppressed stimuli induce brain activities related to aesthetic emotions","Hoshi H, Ishii A, Shigihara Y, Yoshikawa T.","Front Neurosci. 2024 May 24;18:1339479. doi: 10.3389/fnins.2024.1339479. eCollection 2024.","Hoshi H","Front Neurosci","2024","2024/06/10","PMC11159128","","10.3389/fnins.2024.1339479"
"38776350","Investigating the neural effects of typicality and predictability for face and object stimuli","Ficco L, Li C, Kaufmann JM, Schweinberger SR, Kovács GZ.","PLoS One. 2024 May 22;19(5):e0293781. doi: 10.1371/journal.pone.0293781. eCollection 2024.","Ficco L","PLoS One","2024","2024/05/22","PMC11111078","","10.1371/journal.pone.0293781"
"38836235","Predictive language processing: integrating comprehension and production, and what atypical populations can tell us","Gastaldon S, Bonfiglio N, Vespignani F, Peressotti F.","Front Psychol. 2024 May 21;15:1369177. doi: 10.3389/fpsyg.2024.1369177. eCollection 2024.","Gastaldon S","Front Psychol","2024","2024/06/05","PMC11148270","","10.3389/fpsyg.2024.1369177"
"38773109","Spatiotemporal brain hierarchies of auditory memory recognition and predictive coding","Bonetti L, Fernández-Rubio G, Carlomagno F, Dietz M, Pantazis D, Vuust P, Kringelbach ML.","Nat Commun. 2024 May 21;15(1):4313. doi: 10.1038/s41467-024-48302-4.","Bonetti L","Nat Commun","2024","2024/05/21","PMC11109219","","10.1038/s41467-024-48302-4"
"38772336","Predictive processing: Layer-specific prediction error signals in human cortex","Sterzer P, Keller GB.","Curr Biol. 2024 May 20;34(10):R496-R498. doi: 10.1016/j.cub.2024.04.031.","Sterzer P","Curr Biol","2024","2024/05/21","","","10.1016/j.cub.2024.04.031"
"38697110","Predictions and errors are distinctly represented across V1 layers","Thomas ER, Haarsma J, Nicholson J, Yon D, Kok P, Press C.","Curr Biol. 2024 May 20;34(10):2265-2271.e4. doi: 10.1016/j.cub.2024.04.036. Epub 2024 May 1.","Thomas ER","Curr Biol","2024","2024/05/02","","","10.1016/j.cub.2024.04.036"
"38755514","Predictive Processing and the Pathophysiology of Functional Neurological Disorder","Jungilligens J, Perez DL.","Curr Top Behav Neurosci. 2024 May 17. doi: 10.1007/7854_2024_473. Online ahead of print.","Jungilligens J","Curr Top Behav Neurosci","2024","2024/05/16","","","10.1007/7854_2024_473"
"38812488","Bolstering the adaptive information processing model: a narrative review","Rydberg JA, Virgitti L, Tarquinio C.","Front Psychiatry. 2024 May 15;15:1374274. doi: 10.3389/fpsyt.2024.1374274. eCollection 2024.","Rydberg JA","Front Psychiatry","2024","2024/05/30","PMC11134571","","10.3389/fpsyt.2024.1374274"
"38750185","Decoding predicted musical notes from omitted stimulus potentials","Ishida K, Ishida T, Nittono H.","Sci Rep. 2024 May 15;14(1):11164. doi: 10.1038/s41598-024-61989-1.","Ishida K","Sci Rep","2024","2024/05/15","PMC11096333","","10.1038/s41598-024-61989-1"
"38741168","Evaluating the predictions of an interoceptive inference model of bulimia nervosa","Chester MA, Viranda T, Kaye WH, Berner LA.","J Eat Disord. 2024 May 13;12(1):57. doi: 10.1186/s40337-024-01010-2.","Chester MA","J Eat Disord","2024","2024/05/14","PMC11092174","","10.1186/s40337-024-01010-2"
"38700776","Feasibility and Efficacy of a Virtual Reality Social Prediction Training in Children and Young Adults with Congenital Cerebellar Malformations","Butti N, Biffi E, Romaniello R, Finisguerra A, Valente EM, Strazzer S, Borgatti R, Urgesi C.","J Autism Dev Disord. 2024 May 3. doi: 10.1007/s10803-024-06349-8. Online ahead of print.","Butti N","J Autism Dev Disord","2024","2024/05/03","","","10.1007/s10803-024-06349-8"
"38433357","Autistic and nonautistic adolescents do not differ in adaptation to gaze direction","Ward EK, Buitelaar JK, Hunnius S.","Autism Res. 2024 May;17(5):1001-1015. doi: 10.1002/aur.3118. Epub 2024 Mar 3.","Ward EK","Autism Res","2024","2024/03/04","","","10.1002/aur.3118"
"38261395","Expectation Modulates Repetition Suppression at Late But Not Early Stages during Visual Word Recognition: Evidence from Event-related Potentials","Song B, Sommer W, Maurer U.","J Cogn Neurosci. 2024 May 1;36(5):872-887. doi: 10.1162/jocn_a_02111.","Song B","J Cogn Neurosci","2024","2024/01/23","","","10.1162/jocn_a_02111"
"38178793","Multiple mechanisms of visual prediction as revealed by the timecourse of scene-object facilitation","Smith CM, Federmeier KD.","Psychophysiology. 2024 May;61(5):e14503. doi: 10.1111/psyp.14503. Epub 2024 Jan 5.","Smith CM","Psychophysiology","2024","2024/01/05","PMC11021179","NIHMS1971011","10.1111/psyp.14503"
"38715936","Bodily maps of uncertainty and surprise in musical chord progression and the underlying emotional response","Daikoku T, Tanaka M, Yamawaki S.","iScience. 2024 Apr 4;27(4):109498. doi: 10.1016/j.isci.2024.109498. eCollection 2024 Apr 19.","Daikoku T","iScience","2024","2024/05/08","PMC11075058","","10.1016/j.isci.2024.109498"
"38395614","Mnemonic But Not Contextual Feedback Signals Defy Dedifferentiation in the Aging Early Visual Cortex","Ehrlich I, Ortiz-Tudela J, Tan YY, Muckli L, Shing YL.","J Neurosci. 2024 Apr 17;44(16):e0607232023. doi: 10.1523/JNEUROSCI.0607-23.2023.","Ehrlich I","J Neurosci","2024","2024/02/23","PMC11026335","","10.1523/JNEUROSCI.0607-23.2023"
"38680678","Predictive coding with spiking neurons and feedforward gist signaling","Lee K, Dora S, Mejias JF, Bohte SM, Pennartz CMA.","Front Comput Neurosci. 2024 Apr 12;18:1338280. doi: 10.3389/fncom.2024.1338280. eCollection 2024.","Lee K","Front Comput Neurosci","2024","2024/04/29","PMC11045951","","10.3389/fncom.2024.1338280"
"38578678","Antipsychotic drugs selectively decorrelate long-range interactions in deep cortical layers","Heindorf M, Keller GB.","Elife. 2024 Apr 5;12:RP86805. doi: 10.7554/eLife.86805.","Heindorf M","Elife","2024","2024/04/05","PMC10997332","","10.7554/eLife.86805"
"38564237","Prior probability cues bias sensory encoding with increasing task exposure","Walsh K, McGovern DP, Dully J, Kelly SP, O'Connell RG.","Elife. 2024 Apr 2;12:RP91135. doi: 10.7554/eLife.91135.","Walsh K","Elife","2024","2024/04/02","PMC10987094","","10.7554/eLife.91135"
"38437974","Motivation and prediction-driven processing of social memoranda","Reggev N.","Neurosci Biobehav Rev. 2024 Apr;159:105613. doi: 10.1016/j.neubiorev.2024.105613. Epub 2024 Mar 2.","Reggev N","Neurosci Biobehav Rev","2024","2024/03/04","","","10.1016/j.neubiorev.2024.105613"
"38426036","Reduced stereotypicality and spared use of facial expression predictions for social evaluation in autism","Robles M, Ramos-Grille I, Hervás A, Duran-Tauleria E, Galiano-Landeira J, Wormwood JB, Falter-Wagner CM, Chanes L.","Int J Clin Health Psychol. 2024 Apr-Jun;24(2):100440. doi: 10.1016/j.ijchp.2024.100440. Epub 2024 Feb 23.","Robles M","Int J Clin Health Psychol","2024","2024/03/01","PMC10901834","","10.1016/j.ijchp.2024.100440"
"38278039","Heart is deceitful above all things: Threat expectancy induces the illusory perception of increased heartrate","Parrotta E, Bach P, Perrucci MG, Costantini M, Ferri F.","Cognition. 2024 Apr;245:105719. doi: 10.1016/j.cognition.2024.105719. Epub 2024 Jan 25.","Parrotta E","Cognition","2024","2024/01/26","","","10.1016/j.cognition.2024.105719"
"38262271","Individual differences in internal models explain idiosyncrasies in scene perception","Wang G, Foxwell MJ, Cichy RM, Pitcher D, Kaiser D.","Cognition. 2024 Apr;245:105723. doi: 10.1016/j.cognition.2024.105723. Epub 2024 Jan 22.","Wang G","Cognition","2024","2024/01/23","","","10.1016/j.cognition.2024.105723"
"38054446","Disturbed interoception in body dysmorphic disorder: A framework for future research","Jenkinson PM, Rossell SL.","Aust N Z J Psychiatry. 2024 Apr;58(4):300-307. doi: 10.1177/00048674231215030. Epub 2023 Dec 6.","Jenkinson PM","Aust N Z J Psychiatry","2024","2023/12/06","","","10.1177/00048674231215030"
"36808005","Effect of anticipatory multisensory integration on sensory-motor performance","Lucia S, Aydin M, Bianco V, Fiorini L, Mussini E, Di Russo F.","Brain Struct Funct. 2024 Apr;229(3):549-559. doi: 10.1007/s00429-023-02620-3. Epub 2023 Feb 21.","Lucia S","Brain Struct Funct","2024","2023/02/22","","","10.1007/s00429-023-02620-3"
"38483904","Spontaneously emerging internal models of visual sequences combine abstract and event-specific information in the prefrontal cortex","Bellet ME, Gay M, Bellet J, Jarraya B, Dehaene S, van Kerkoerle T, Panagiotaropoulos TI.","Cell Rep. 2024 Mar 26;43(3):113952. doi: 10.1016/j.celrep.2024.113952. Epub 2024 Mar 13.","Bellet ME","Cell Rep","2024","2024/03/14","","","10.1016/j.celrep.2024.113952"
"38509135","Visualizing threat and trustworthiness prior beliefs in face perception in high versus low paranoia","Bott A, Steer HC, Faße JL, Lincoln TM.","Schizophrenia (Heidelb). 2024 Mar 20;10(1):40. doi: 10.1038/s41537-024-00459-z.","Bott A","Schizophrenia (Heidelb)","2024","2024/03/21","PMC10954723","","10.1038/s41537-024-00459-z"
"38267261","Predictive Brain Activity Shows Congruent Semantic Specificity in Language Comprehension and Production","Grisoni L, Boux IP, Pulvermüller F.","J Neurosci. 2024 Mar 20;44(12):e1723232023. doi: 10.1523/JNEUROSCI.1723-23.2023.","Grisoni L","J Neurosci","2024","2024/01/24","PMC10957213","","10.1523/JNEUROSCI.1723-23.2023"
"38502207","Post-COVID breathlessness: a mathematical model of respiratory processing in the brain","von Werder D, Regnath F, Schäfer D, Jörres R, Lehnen N, Glasauer S.","Eur Arch Psychiatry Clin Neurosci. 2024 Mar 19. doi: 10.1007/s00406-023-01739-y. Online ahead of print.","von Werder D","Eur Arch Psychiatry Clin Neurosci","2024","2024/03/19","","","10.1007/s00406-023-01739-y"
"38540722","Increased NLRP1 mRNA and Protein Expression Suggests Inflammasome Activation in the Dorsolateral Prefrontal and Medial Orbitofrontal Cortex in Schizophrenia","Španić Popovački E, Vogrinc D, Fuller HR, Langer Horvat L, Mayer D, Kopić J, Pintarić K, Babić Leko M, Pravica M, Krsnik Ž, Marčinko D, Šagud M, Hof PR, Mladinov M, Šimić G.","Biomolecules. 2024 Mar 4;14(3):302. doi: 10.3390/biom14030302.","Španić Popovački E","Biomolecules","2024","2024/03/28","PMC10968053","","10.3390/biom14030302"
"38417198","Assessing the commensurability of theories of consciousness: On the usefulness of common denominators in differentiating, integrating and testing hypotheses","Evers K, Farisco M, Pennartz CMA.","Conscious Cogn. 2024 Mar;119:103668. doi: 10.1016/j.concog.2024.103668. Epub 2024 Feb 27.","Evers K","Conscious Cogn","2024","2024/02/28","","","10.1016/j.concog.2024.103668"
"38225264","Parkinson disease psychosis: from phenomenology to neurobiological mechanisms","Pagonabarraga J, Bejr-Kasem H, Martinez-Horta S, Kulisevsky J.","Nat Rev Neurol. 2024 Mar;20(3):135-150. doi: 10.1038/s41582-023-00918-8. Epub 2024 Jan 15.","Pagonabarraga J","Nat Rev Neurol","2024","2024/01/15","","","10.1038/s41582-023-00918-8"
"38218123","Vague sensations. About the background and consequences of discordance between actual and perceived physiological changes","Köteles F.","Clin Psychol Rev. 2024 Mar;108:102382. doi: 10.1016/j.cpr.2024.102382. Epub 2024 Jan 9.","Köteles F","Clin Psychol Rev","2024","2024/01/13","","","10.1016/j.cpr.2024.102382"
"38217057","The influence of pitcher handedness on pitch-calling behavior: Insights from fMRI study on baseball umpires","Chen YH, Huang SK.","Psychophysiology. 2024 Mar;61(3):e14501. doi: 10.1111/psyp.14501. Epub 2024 Jan 12.","Chen YH","Psychophysiology","2024","2024/01/12","","","10.1111/psyp.14501"
"38176633","The theta-gamma code in predictive processing and mnemonic updating","Köster M.","Neurosci Biobehav Rev. 2024 Mar;158:105529. doi: 10.1016/j.neubiorev.2023.105529. Epub 2024 Jan 2.","Köster M","Neurosci Biobehav Rev","2024","2024/01/04","","","10.1016/j.neubiorev.2023.105529"
"38050773","Somatosensory omissions reveal action-related predictive processing","Dercksen TT, Widmann A, Noesselt T, Wetzel N.","Hum Brain Mapp. 2024 Mar;45(4):e26550. doi: 10.1002/hbm.26550. Epub 2023 Dec 5.","Dercksen TT","Hum Brain Mapp","2024","2023/12/05","PMC10915725","","10.1002/hbm.26550"
"37442893","Is the rubber hand illusion associated with somatic symptom reporting?","Horváth Á, Witthöft M, Köteles F.","Biol Futur. 2024 Mar;75(1):85-91. doi: 10.1007/s42977-023-00171-6. Epub 2023 Jul 14.","Horváth Á","Biol Futur","2024","2023/07/13","","","10.1007/s42977-023-00171-6"
"38486972","A mechanism for deviance detection and contextual routing in the thalamus: a review and theoretical proposal","Varela C, Moreira JVS, Kocaoglu B, Dura-Bernal S, Ahmad S.","Front Neurosci. 2024 Feb 29;18:1359180. doi: 10.3389/fnins.2024.1359180. eCollection 2024.","Varela C","Front Neurosci","2024","2024/03/15","PMC10938916","","10.3389/fnins.2024.1359180"
"38424472","Predictive Processing: A Circuit Approach to Psychosis","Keller GB, Sterzer P.","Annu Rev Neurosci. 2024 Feb 29. doi: 10.1146/annurev-neuro-100223-121214. Online ahead of print.","Keller GB","Annu Rev Neurosci","2024","2024/02/29","","","10.1146/annurev-neuro-100223-121214"
"38411187","Illustrating the pathway from affect to somatic symptom: the Affective Picture Paradigm","Petzke TM, Weber K, Van den Bergh O, Witthöft M.","Cogn Emot. 2024 Feb 27:1-17. doi: 10.1080/02699931.2024.2319273. Online ahead of print.","Petzke TM","Cogn Emot","2024","2024/02/27","","","10.1080/02699931.2024.2319273"
"38403782","Exploring the neural underpinnings of chord prediction uncertainty: an electroencephalography (EEG) study","Ono K, Mizuochi R, Yamamoto K, Sasaoka T, Ymawaki S.","Sci Rep. 2024 Feb 26;14(1):4586. doi: 10.1038/s41598-024-55366-1.","Ono K","Sci Rep","2024","2024/02/25","PMC10894873","","10.1038/s41598-024-55366-1"
"38464618","Are depressive symptoms linked to a reduced pupillary response to novel positive information?-An eye tracking proof-of-concept study","Spaeth AM, Koenig S, Everaert J, Glombiewski JA, Kube T.","Front Psychol. 2024 Feb 23;15:1253045. doi: 10.3389/fpsyg.2024.1253045. eCollection 2024.","Spaeth AM","Front Psychol","2024","2024/03/11","PMC10920252","","10.3389/fpsyg.2024.1253045"
"38379451","Transcutaneous auricular vagus nerve stimulation modulates the processing of interoceptive prediction error signals and their role in allostatic regulation","Ventura-Bort C, Weymar M.","Hum Brain Mapp. 2024 Feb 15;45(3):e26613. doi: 10.1002/hbm.26613.","Ventura-Bort C","Hum Brain Mapp","2024","2024/02/21","PMC10879907","","10.1002/hbm.26613"
"38348335","A novel model of divergent predictive perception","Reeder RR, Sala G, van Leeuwen TM.","Neurosci Conscious. 2024 Feb 12;2024(1):niae006. doi: 10.1093/nc/niae006. eCollection 2024.","Reeder RR","Neurosci Conscious","2024","2024/02/13","PMC10860603","","10.1093/nc/niae006"
"38341606","What Predicts Beneficial Outcomes in Psychedelic Use? A Quantitative Content Analysis of Psychedelic Health Outcomes","Acevedo EC, Uhler S, White KP, Al-Shawaf L.","J Psychoactive Drugs. 2024 Feb 10:1-10. doi: 10.1080/02791072.2024.2314729. Online ahead of print.","Acevedo EC","J Psychoactive Drugs","2024","2024/02/10","","","10.1080/02791072.2024.2314729"
"38328092","Learned response dynamics reflect stimulus timing and encode temporal expectation violations in superficial layers of mouse V1","Knudstrup SG, Martinez C, Gavornik JP.","bioRxiv [Preprint]. 2024 Feb 10:2024.01.20.576433. doi: 10.1101/2024.01.20.576433.","Knudstrup SG","bioRxiv","2024","2024/02/08","PMC10849505","","10.1101/2024.01.20.576433"
"38334469","Altered hierarchical auditory predictive processing after lesions to the orbitofrontal cortex","Asko O, Blenkmann AO, Leske SL, Foldal MD, LLorens A, Funderud I, Meling TR, Knight RT, Endestad T, Solbakk AK.","Elife. 2024 Feb 9;13:e86386. doi: 10.7554/eLife.86386.","Asko O","Elife","2024","2024/02/09","PMC10876214","","10.7554/eLife.86386"
"38370770","Learning within a sensory-motor circuit links action to expected outcome","Zhou W, Schneider DM.","bioRxiv [Preprint]. 2024 Feb 8:2024.02.08.579532. doi: 10.1101/2024.02.08.579532.","Zhou W","bioRxiv","2024","2024/02/19","PMC10871315","","10.1101/2024.02.08.579532"
"38309513","Autistic traits and event-related potentials in the general population: A scoping review and meta-analysis","Mazer P, Garcez H, Macedo I, Pasion R, Silveira C, Sempf F, Ferreira-Santos F.","Biol Psychol. 2024 Feb;186:108758. doi: 10.1016/j.biopsycho.2024.108758. Epub 2024 Feb 1.","Mazer P","Biol Psychol","2024","2024/02/03","","","10.1016/j.biopsycho.2024.108758"
"38148430","Self-initiation enhances perceptual processing of auditory stimuli in an online study","Kiepe F, Kraus N, Hesselmann G.","Atten Percept Psychophys. 2024 Feb;86(2):587-601. doi: 10.3758/s13414-023-02827-w. Epub 2023 Dec 26.","Kiepe F","Atten Percept Psychophys","2024","2023/12/26","","","10.3758/s13414-023-02827-w"
"38102059","The locus coeruleus as a global model failure system","Jordan R.","Trends Neurosci. 2024 Feb;47(2):92-105. doi: 10.1016/j.tins.2023.11.006. Epub 2023 Dec 14.","Jordan R","Trends Neurosci","2024","2023/12/15","","","10.1016/j.tins.2023.11.006"
"38097096","Learning beyond sensations: How dreams organize neuronal representations","Deperrois N, Petrovici MA, Senn W, Jordan J.","Neurosci Biobehav Rev. 2024 Feb;157:105508. doi: 10.1016/j.neubiorev.2023.105508. Epub 2023 Dec 12.","Deperrois N","Neurosci Biobehav Rev","2024","2023/12/14","","","10.1016/j.neubiorev.2023.105508"
"38030100","The empirical status of predictive coding and active inference","Hodson R, Mehta M, Smith R.","Neurosci Biobehav Rev. 2024 Feb;157:105473. doi: 10.1016/j.neubiorev.2023.105473. Epub 2023 Nov 28.","Hodson R","Neurosci Biobehav Rev","2024","2023/11/29","","","10.1016/j.neubiorev.2023.105473"
"37973519","Generating meaning: active inference and the scope and limits of passive AI","Pezzulo G, Parr T, Cisek P, Clark A, Friston K.","Trends Cogn Sci. 2024 Feb;28(2):97-112. doi: 10.1016/j.tics.2023.10.002. Epub 2023 Nov 15.","Pezzulo G","Trends Cogn Sci","2024","2023/11/16","","","10.1016/j.tics.2023.10.002"
"37558832","Verbal working memory capacity modulates semantic and phonological prediction in spoken comprehension","Li X, Qu Q.","Psychon Bull Rev. 2024 Feb;31(1):249-258. doi: 10.3758/s13423-023-02348-5. Epub 2023 Aug 9.","Li X","Psychon Bull Rev","2024","2023/08/09","","","10.3758/s13423-023-02348-5"
