,title,authors,where_published,year,doi
11,Philosophy of psychiatry: theoretical advances and clinical implications,"Stein DJ, Nielsen K, Hartford A, Gagné-Julien AM, Glackin S, Friston K, Maj M, Zachar P, Aftab A.",World Psychiatry,2024,10.1002/wps.21194
12,Bayesian brain computing and the free-energy principle: an interview with Karl Friston,Lu W.,Natl Sci Rev,2024,10.1093/nsr/nwae025
13,Collective behavior from surprise minimization,"Heins C, Millidge B, Da Costa L, Mann RP, Friston KJ, Couzin ID.",Proc Natl Acad Sci U S A,2024,10.1073/pnas.2320239121
14,"Friston, Free Energy, and Psychoanalytic Psychotherapy",Holmes J.,Entropy (Basel),2024,10.3390/e26040343
15,Spectral dynamic causal modeling: A didactic introduction and its relationship with functional connectivity,"Novelli L, Friston K, Razi A.",Netw Neurosci,2024,10.1162/netn_a_00348
16,Linking fast and slow: The case for generative models,"Medrano J, Friston K, Zeidman P.",Netw Neurosci,2024,10.1162/netn_a_00343
17,Neural representation in active inference: Using generative models to interact with-and understand-the lived world,"Pezzulo G, D'Amato L, Mannella F, Priorelli M, Van de Maele T, Stoianov IP, Friston K.",Ann N Y Acad Sci,2024,10.1111/nyas.15118
18,Longitudinal motor system changes from acute to chronic spinal cord injury,"Emmenegger TM, Pfyffer D, Curt A, Schading-Sassenhausen S, Hupp M, Ashburner J, Friston K, Weiskopf N, Thompson A, Freund P.",Eur J Neurol,2024,10.1111/ene.16196
19,Shared Protentions in Multi-Agent Active Inference,"Albarracin M, Pitliya RJ, St Clere Smithe T, Friedman DA, Friston K, Ramstead MJD.",Entropy (Basel),2024,10.3390/e26040303
20,Cerebellar state estimation enables resilient coupling across behavioural domains,"Palacios ER, Chadderton P, Friston K, Houghton C.",Sci Rep,2024,10.1038/s41598-024-56811-x
21,Mapping the landscape: a bibliometric analysis of resting-state fMRI research on schizophrenia over the past 25 years,"Fu L, Aximu R, Zhao G, Chen Y, Sun Z, Xue H, Wang S, Zhang N, Zhang Z, Lei M, Zhai Y, Xu J, Sun J, Ma J, Liu F.",Schizophrenia (Heidelb),2024,10.1038/s41537-024-00456-2
22,"The police hunch: the Bayesian brain, active inference, and the free energy principle in action","Stubbs G, Friston K.",Front Psychol,2024,10.3389/fpsyg.2024.1368265
23,"Does a strange particle depend on its permanent non-equilibrium? Comment on ""Path integrals, particular kinds, and strange things"" by Karl Friston et al","Fernandez-Leon JA, Arlego M.",Phys Life Rev,2024,10.1016/j.plrev.2024.01.005
24,"From particles to collectives: Commentary on ""Path integrals, particular kinds, and strange things"" by Friston et al","Eluchans M, Donnarumma F, Pezzulo G.",Phys Life Rev,2024,10.1016/j.plrev.2023.12.009
25,"What, precisely, is a Bayesian belief?: Comment on ""Path integrals, particular kinds, and strange things"" by Friston et al",Kiefer AB.,Phys Life Rev,2024,10.1016/j.plrev.2023.12.002
26,"Unambiguous precision: A comment on ""Path integrals, particular kinds and strange things"" by Friston K., Da Costa L., Sakthivadivel D.A.R., Heins C., Pavliotis G.A., Ramstead M., and Parr T",Koudahl M.,Phys Life Rev,2024,10.1016/j.plrev.2023.12.001
27,"Classification of particles with respect to active inference properties as a path towards formalizing agency Comment on ""Path integrals, particular kinds, and strange things"" by K. Friston, L. Da Costa, D. A. R. Sakthivadivel, C. Heins, G. A. Pavliotis, M. Ramstead, T. Parr",Kuchling F.,Phys Life Rev,2024,10.1016/j.plrev.2023.11.015
28,"Less is more: Strangeness affords flexibility - A commentary on ""Path integrals, particular kinds, and strange things"" by Friston, Da Costa, Sakthivadivel, Heins, Pavliotis, Ramstead, and Parr","Hohwy J, Sandved-Smith L.",Phys Life Rev,2024,10.1016/j.plrev.2023.11.013
29,"Towards a Bayesian mechanics of metacognitive particles: A commentary on ""Path integrals, particular kinds, and strange things"" by Friston, Da Costa, Sakthivadivel, Heins, Pavliotis, Ramstead, and Parr","Da Costa L, Sandved-Smith L.",Phys Life Rev,2024,10.1016/j.plrev.2023.11.014
30,"Three sketches of life in (not flat) Earth: Comment on ""Path integrals, particular kinds, and strange things"" by K. Friston et al",Kaufmann R.,Phys Life Rev,2024,10.1016/j.plrev.2023.11.006
31,"Is there something it is like to be a strange particle? Comment on 'Path integrals, particular kinds, and strange things' by K. Friston et al",Solms M.,Phys Life Rev,2024,10.1016/j.plrev.2023.11.008
32,Measurement of the Mapping between Intracranial EEG and fMRI Recordings in the Human Brain,"Carmichael DW, Vulliemoz S, Murta T, Chaudhary U, Perani S, Rodionov R, Rosa MJ, Friston KJ, Lemieux L.",Bioengineering (Basel),2024,10.3390/bioengineering11030224
33,Migraine as an allostatic reset triggered by unresolved interoceptive prediction errors,"Sedley W, Kumar S, Jones S, Levy A, Friston K, Griffiths T, Goldsmith P.",Neurosci Biobehav Rev,2024,10.1016/j.neubiorev.2024.105536
34,Active inference as a theory of sentient behavior,"Pezzulo G, Parr T, Friston K.",Biol Psychol,2024,10.1016/j.biopsycho.2023.108741
35,Generating meaning: active inference and the scope and limits of passive AI,"Pezzulo G, Parr T, Cisek P, Clark A, Friston K.",Trends Cogn Sci,2024,10.1016/j.tics.2023.10.002
36,Cultivating creativity: predictive brains and the enlightened room problem,"Constant A, Friston KJ, Clark A.",Philos Trans R Soc Lond B Biol Sci,2024,10.1098/rstb.2022.0415
37,Order and change in art: towards an active inference account of aesthetic experience,"Van de Cruys S, Frascaroli J, Friston K.",Philos Trans R Soc Lond B Biol Sci,2024,10.1098/rstb.2022.0411
38,From active affordance to active inference: vertical integration of cognition in the cerebral cortex through dual subcortical control systems,"Luu P, Tucker DM, Friston K.",Cereb Cortex,2024,10.1093/cercor/bhad458
39,"Bistable perception, precision and neuromodulation","Novicky F, Parr T, Friston K, Mirza MB, Sajid N.",Cereb Cortex,2024,10.1093/cercor/bhad401
40,Targeting suicidal ideation in major depressive disorder with MRI-navigated Stanford accelerated intelligent neuromodulation therapy,"Li B, Zhao N, Tang N, Friston KJ, Zhai W, Wu D, Liu J, Chen Y, Min Y, Qiao Y, Liu W, Shu W, Liu M, Zhou P, Guo L, Qi S, Cui LB, Wang H.",Transl Psychiatry,2024,10.1038/s41398-023-02707-9
41,Natural language syntax complies with the free-energy principle,"Murphy E, Holmes E, Friston K.",Synthese,2024,10.1007/s11229-024-04566-3
42,Modelling cortical network dynamics,"Cooray GK, Rosch RE, Friston KJ.",SN Appl Sci,2024,10.1007/s42452-024-05624-8
43,The utilitarian brain: Moving beyond the Free Energy Principle,"Hemmatian B, Varshney LR, Pi F, Barbey AK.",Cortex,2024,10.1016/j.cortex.2023.11.013
44,Large-scale effective connectivity analysis reveals the existence of two mutual inhibitory systems in patients with major depression,"Wang J, Li B, Liu J, Li J, Razi A, Zheng K, Yan B, Wang H, Lu H, Friston K.",Neuroimage Clin,2024,10.1016/j.nicl.2023.103556
45,Understanding and explaining depression: From Karl Jaspers to Karl Friston,Davey CG.,Aust N Z J Psychiatry,2024,10.1177/00048674231219178
46,Federated inference and belief sharing,"Friston KJ, Parr T, Heins C, Constant A, Friedman D, Isomura T, Fields C, Verbelen T, Ramstead M, Clippinger J, Frith CD.",Neurosci Biobehav Rev,2024,10.1016/j.neubiorev.2023.105500
47,Interoceptive technologies for psychiatric interventions: From diagnosis to clinical applications,"Schoeller F, Horowitz AH, Jain A, Maes P, Reggente N, Christov-Moore L, Pezzulo G, Barca L, Allen M, Salomon R, Miller M, Di Lernia D, Riva G, Tsakiris M, Chalah MA, Klein A, Zhang B, Garcia T, Pollack U, Trousselard M, Verdonk C, Dumas G, Adrien V, Friston K.",Neurosci Biobehav Rev,2024,10.1016/j.neubiorev.2023.105478
48,Brain evolution and the meaning of catatonia - An update,Fricchione G.,Schizophr Res,2024,10.1016/j.schres.2023.01.026
49,Nested Selves: Self-Organization and Shared Markov Blankets in Prenatal Development in Humans,"Ciaunica A, Levin M, Rosas FE, Friston K.",Top Cogn Sci,2023,10.1111/tops.12717
50,"From physics to sentience: Deciphering the semantics of the free-energy principle and evaluating its claims: Comment on ""Path integrals, particular kinds, and strange things"" by Karl Friston et al","Sheikhbahaee Z, Safron A, Hesp C, Dumas G.",Phys Life Rev,2023,10.1016/j.plrev.2023.11.004
51,"Strange things, statespace representation, and participatory realism Comment on ""Path Integrals, Particular Kinds, and Strange Things."" by Friston et al",Guénin-Carlut A.,Phys Life Rev,2023,10.1016/j.plrev.2023.10.027
52,Conceptual foundations of physiological regulation incorporating the free energy principle and self-organized criticality,"Bettinger JS, Friston KJ.",Neurosci Biobehav Rev,2023,10.1016/j.neubiorev.2023.105459
53,"Path integrals, particular kinds, and strange things","Friston K, Da Costa L, Sakthivadivel DAR, Heins C, Pavliotis GA, Ramstead M, Parr T.",Phys Life Rev,2023,10.1016/j.plrev.2023.08.016
54,Predictive coding and stochastic resonance as fundamental principles of auditory phantom perception,"Schilling A, Sedley W, Gerum R, Metzner C, Tziridis K, Maier A, Schulze H, Zeng FG, Friston KJ, Krauss P.",Brain,2023,10.1093/brain/awad255
55,Metameric Inpainting for Image Warping,"Dos Anjos RK, Walton D, Aksit K, Friston S, Swapp D, Steed A, Ritschel T.",IEEE Trans Vis Comput Graph,2023,10.1109/TVCG.2022.3216712
56,Accelerating scientific progress through Bayesian adversarial collaboration,"Corcoran AW, Hohwy J, Friston KJ.",Neuron,2023,10.1016/j.neuron.2023.08.027
57,Degeneracy in the neurological model of auditory speech repetition,"Sajid N, Gajardo-Vidal A, Ekert JO, Lorca-Puls DL, Hope TMH, Green DW, Friston KJ, Price CJ.",Commun Biol,2023,10.1038/s42003-023-05515-5
58,Leveraging Julia's automated differentiation and symbolic computation to increase spectral DCM flexibility and speed,"Hofmann D, Chesebro AG, Rackauckas C, Mujica-Parodi LR, Friston KJ, Edelman A, Strey HH.",bioRxiv,2023,10.1101/2023.10.27.564407
59,Attentional effects on local V1 microcircuits explain selective V1-V4 communication,"Katsanevaki C, Bastos AM, Cagnan H, Bosman CA, Friston KJ, Fries P.",Neuroimage,2023,10.1016/j.neuroimage.2023.120375
60,Playing Brains: The Ethical Challenges Posed by Silicon Sentience and Hybrid Intelligence in DishBrain,"Milford SR, Shaw D, Starke G.",Sci Eng Ethics,2023,10.1007/s11948-023-00457-x
61,Establishing brain states in neuroimaging data,"Dezhina Z, Smallwood J, Xu T, Turkheimer FE, Moran RJ, Friston KJ, Leech R, Fagerholm ED.",PLoS Comput Biol,2023,10.1371/journal.pcbi.1011571
62,Relative fluency (unfelt vs felt) in active inference,"Brouillet D, Friston K.",Conscious Cogn,2023,10.1016/j.concog.2023.103579
63,A primer on Variational Laplace (VL),"Zeidman P, Friston K, Parr T.",Neuroimage,2023,10.1016/j.neuroimage.2023.120310
64,"The many faces of action: Comment on ""An active inference model of hierarchical action understanding, learning and imitation"" by Proietti, Pezzulo, and Tessari",Friston K.,Phys Life Rev,2023,10.1016/j.plrev.2023.06.007
65,"Cultural mechanics: Comment on: ""To copy or not to copy? That is the question! From chimpanzees to the foundation of human technological culture"" by Héctor M. Manrique, and Michael J. Walker",Friston K.,Phys Life Rev,2023,10.1016/j.plrev.2023.06.001
66,Inferring Trajectories of Psychotic Disorders Using Dynamic Causal Modeling,"Jin J, Zeidman P, Friston KJ, Kotov R.",Comput Psychiatr,2023,10.5334/cpsy.94
67,Self-regulation learning as active inference: dynamic causal modeling of an fMRI neurofeedback task,"Vargas G, Araya D, Sepulveda P, Rodriguez-Fernandez M, Friston KJ, Sitaram R, El-Deredy W.",Front Neurosci,2023,10.3389/fnins.2023.1212549
68,Multi-modal and multi-model interrogation of large-scale functional brain networks,"Castaldo F, Páscoa Dos Santos F, Timms RC, Cabral J, Vohryzek J, Deco G, Woolrich M, Friston K, Verschure P, Litvak V.",Neuroimage,2023,10.1016/j.neuroimage.2023.120236
69,An Active-Inference Approach to Second-Person Neuroscience,"Lehmann K, Bolis D, Friston KJ, Schilbach L, Ramstead MJD, Kanske P.",Perspect Psychol Sci,2023,10.1177/17456916231188000
70,Experimental validation of the free-energy principle with in vitro neural networks,"Isomura T, Kotani K, Jimbo Y, Friston KJ.",Nat Commun,2023,10.1038/s41467-023-40141-z
71,"Neurochemistry-enriched dynamic causal models of magnetoencephalography, using magnetic resonance spectroscopy","Jafarian A, Hughes LE, Adams NE, Lanskey JH, Naessens M, Rouse MA, Murley AG, Friston KJ, Rowe JB.",Neuroimage,2023,10.1016/j.neuroimage.2023.120193
72,Understanding visual hallucinations: A new synthesis,"Collerton D, Barnes J, Diederich NJ, Dudley R, Ffytche D, Friston K, Goetz CG, Goldman JG, Jardri R, Kulisevsky J, Lewis SJG, Nara S, O'Callaghan C, Onofrj M, Pagonabarraga J, Parr T, Shine JM, Stebbins G, Taylor JP, Tsuda I, Weil RS.",Neurosci Biobehav Rev,2023,10.1016/j.neubiorev.2023.105208
73,"Coherent, time-shifted patterns of microstructural plasticity during motor-skill learning","Azzarito M, Emmenegger TM, Ziegler G, Huber E, Grabher P, Callaghan MF, Thompson A, Friston K, Weiskopf N, Killeen T, Freund P.",Neuroimage,2023,10.1016/j.neuroimage.2023.120128
74,A Variational Synthesis of Evolutionary and Developmental Dynamics,"Friston K, Friedman DA, Constant A, Knight VB, Fields C, Parr T, Campbell JO.",Entropy (Basel),2023,10.3390/e25070964
75,On Bayesian mechanics: a physics of and by beliefs,"Ramstead MJD, Sakthivadivel DAR, Heins C, Koudahl M, Millidge B, Da Costa L, Klein B, Friston KJ.",Interface Focus,2023,10.1098/rsfs.2022.0029
76,Cognitive effort and active inference,"Parr T, Holmes E, Friston KJ, Pezzulo G.",Neuropsychologia,2023,10.1016/j.neuropsychologia.2023.108562
77,Neurophysiological consequences of synapse loss in progressive supranuclear palsy,"Adams NE, Jafarian A, Perry A, Rouse MA, Shaw AD, Murley AG, Cope TE, Bevan-Jones WR, Passamonti L, Street D, Holland N, Nesbitt D, Hughes LE, Friston KJ, Rowe JB.",Brain,2023,10.1093/brain/awac471
78,Really radical?,Friston K.,Behav Brain Sci,2023,10.1017/S0140525X2200276X
79,A parahippocampal-sensory Bayesian vicious circle generates pain or tinnitus: a source-localized EEG study,"De Ridder D, Friston K, Sedley W, Vanneste S.",Brain Commun,2023,10.1093/braincomms/fcad132
80,Reward Maximization Through Discrete Active Inference,"Da Costa L, Sajid N, Parr T, Friston K, Smith R.",Neural Comput,2023,10.1162/neco_a_01574
81,Canalization and plasticity in psychopathology,"Carhart-Harris RL, Chandaria S, Erritzoe DE, Gazzaley A, Girn M, Kettner H, Mediano PAM, Nutt DJ, Rosas FE, Roseman L, Timmermann C, Weiss B, Zeifman RJ, Friston KJ.",Neuropharmacology,2023,10.1016/j.neuropharm.2022.109398
82,Disorganization of Semantic Brain Networks in Schizophrenia Revealed by fMRI,"Matsumoto Y, Nishida S, Hayashi R, Son S, Murakami A, Yoshikawa N, Ito H, Oishi N, Masuda N, Murai T, Friston K, Nishimoto S, Takahashi H.",Schizophr Bull,2023,10.1093/schbul/sbac157
83,Scientific communication and the semantics of sentience,"Kagan BJ, Razi A, Bhat A, Kitchen AC, Tran NT, Habibollahi F, Khajehnejad M, Parker BJ, Rollo B, Friston KJ.",Neuron,2023,10.1016/j.neuron.2023.02.008
84,"Functional asymmetry and the consequences of action: Comment on: Left and right temporal-parietal junctions (TPJs) as ""match/mismatch"" hedonic machines: A unifying account of TPJ function by Fabrizio Doricchi et al","Parr T, Kilner J, Friston K.",Phys Life Rev,2023,10.1016/j.plrev.2023.01.004
85,Therapeutic touch and therapeutic alliance in pediatric care and neonatology: An active inference framework,"McParlin Z, Cerritelli F, Manzotti A, Friston KJ, Esteves JE.",Front Pediatr,2023,10.3389/fped.2023.961075
86,Global dynamics of neural mass models,"Cooray GK, Rosch RE, Friston KJ.",PLoS Comput Biol,2023,10.1371/journal.pcbi.1010915
87,Corrigendum: Small steps for mankind: Modeling the emergence of cumulative culture from joint active inference communication,"Kastel N, Hesp C, Ridderinkhof KR, Friston KJ.",Front Neurorobot,2023,10.3389/fnbot.2023.1151062
88,The case for complement component 5 as a target in neurodegenerative disease,"Stennett A, Friston K, Harris CL, Wollman AJM, Bronowska AK, Madden KS.",Expert Opin Ther Targets,2023,10.1080/14728222.2023.2177532
89,Elevated 18:0 lysophosphatidylcholine contributes to the development of pain in tissue injury,"Friston DA, Cuddihy J, Souza Luiz J, Truong AH, Ho L, Basra M, Santha P, Oszlacs O, de Sousa Valente J, Marczylo T, Junttila S, Laycock H, Collins D, Vizcaychipi M, Gyenesei A, Takats Z, Jancso G, Want E, Nagy I.",Pain,2023,10.1097/j.pain.0000000000002709
90,When do bursts matter in the primary motor cortex? Investigating changes in the intermittencies of beta rhythms associated with movement states,"West TO, Duchet B, Farmer SF, Friston KJ, Cagnan H.",Prog Neurobiol,2023,10.1016/j.pneurobio.2022.102397
91,Aberrant temporal-spatial complexity of intrinsic fluctuations in major depression,"Zheng K, Li B, Lu H, Wang H, Liu J, Yan B, Friston KJ, Wu Y, Liu J, Zhang X, Liu M, Li L, Qin J, Chen B, Hu D, Li L.",Eur Arch Psychiatry Clin Neurosci,2023,10.1007/s00406-022-01403-x
92,Small steps for mankind: Modeling the emergence of cumulative culture from joint active inference communication,"Kastel N, Hesp C, Ridderinkhof KR, Friston KJ.",Front Neurorobot,2023,10.3389/fnbot.2022.944986
93,Using a Dynamic Causal Model to validate previous predictions and offer a 12-month forecast of the long-term effects of the COVID-19 epidemic in the UK,"Bowie C, Friston K.",Front Public Health,2023,10.3389/fpubh.2022.1108886
94,Computational psychiatry: from synapses to sentience,Friston K.,Mol Psychiatry,2023,10.1038/s41380-022-01743-z
95,Dynamic causal modelling shows a prominent role of local inhibition in alpha power modulation in higher visual cortex,"Van de Steen F, Pinotsis D, Devos W, Colenbier N, Bassez I, Friston K, Marinazzo D.",PLoS Comput Biol,2022,10.1371/journal.pcbi.1009988
96,Resilience and active inference,"Miller M, Albarracin M, Pitliya RJ, Kiefer A, Mago J, Gorman C, Friston KJ, Ramstead MJD.",Front Psychol,2022,10.3389/fpsyg.2022.1059117
97,GeoSPM: Geostatistical parametric mapping for medicine,"Engleitner H, Jha A, Pinilla MS, Nelson A, Herron D, Rees G, Friston K, Rossor M, Nachev P.",Patterns (N Y),2022,10.1016/j.patter.2022.100656
98,In vitro neurons learn and exhibit sentience when embodied in a simulated game-world,"Kagan BJ, Kitchen AC, Tran NT, Habibollahi F, Khajehnejad M, Parker BJ, Bhat A, Rollo B, Razi A, Friston KJ.",Neuron,2022,10.1016/j.neuron.2022.09.001
99,"The ultimate trick?: Comment on: ""The Markov blanket trick: On the scope of the free energy principle and active inference"" by Raja et al",Friston K.,Phys Life Rev,2022,10.1016/j.plrev.2022.07.007
100,Editorial: Understanding in the human and the machine,"Yufik YM, Friston KJ, Moran RJ.",Front Syst Neurosci,2022,10.3389/fnsys.2022.1081112
101,A 12-month projection to September 2022 of the COVID-19 epidemic in the UK using a dynamic causal model,"Bowie C, Friston K.",Front Public Health,2022,10.3389/fpubh.2022.999210
102,Structure learning enhances concept formation in synthetic Active Inference agents,"Neacsu V, Mirza MB, Adams RA, Friston KJ.",PLoS One,2022,10.1371/journal.pone.0277199
103,Teaching Social Virtual Reality With Ubiq,"Friston S, Congdon B, Steed A, Santos BS, Alford G.",IEEE Comput Graph Appl,2022,10.1109/MCG.2022.3211729
104,Neural Networks special issue on Artificial Intelligence and Brain Science,"Doya K, Friston K, Sugiyama M, Tenenbaum J.",Neural Netw,2022,10.1016/j.neunet.2022.08.018
105,An economic model of the drives from Friston's free energy perspective,Sikora G.,Front Hum Neurosci,2022,10.3389/fnhum.2022.955903
106,Neural Mechanisms and Psychology of Psychedelic Ego Dissolution,"Stoliker D, Egan GF, Friston KJ, Razi A.",Pharmacol Rev,2022,10.1124/pharmrev.121.000508
107,Reply to 'Towards a cross-cultural framework for predictive coding of music',"Vuust P, Heggli OA, Friston KJ, Kringelbach ML.",Nat Rev Neurosci,2022,10.1038/s41583-022-00621-5
108,The Emperor Is Naked: Replies to commentaries on the target article,"Bruineberg J, Dołęga K, Dewhurst J, Baltieri M.",Behav Brain Sci,2022,10.1017/S0140525X22000656
109,"There is no ""inference within a model""",Facchin M.,Behav Brain Sci,2022,10.1017/S0140525X22000085
110,Markov blankets do not demarcate the boundaries of the mind,"Menary R, Gillett AJ.",Behav Brain Sci,2022,10.1017/S0140525X22000371
111,"Making life and mind as clear as possible, but not clearer",Gomez-Marin A.,Behav Brain Sci,2022,10.1017/S0140525X22000127
112,Markov blankets and Bayesian territories,Beck J.,Behav Brain Sci,2022,10.1017/S0140525X22000619
113,"Free-energy pragmatics: Markov blankets don't prescribe objective ontology, and that's okay","Hipólito I, van Es T.",Behav Brain Sci,2022,10.1017/S0140525X22000322
114,Redressing the emperor in causal clothing,"Btesh VJ, Bramley NR, Lagnado DA.",Behav Brain Sci,2022,10.1017/S0140525X22000176
115,"Good theoretical debate, but insufficient proof of concept",Spiegel R.,Behav Brain Sci,2022,10.1017/S0140525X22000140
116,"Maps and territories, smoke, and mirrors",Friston K.,Behav Brain Sci,2022,10.1017/S0140525X22000073
117,"Enough blanket metaphysics, time for data-driven heuristics","Rorot W, Korbak T, Litwin P, Miłkowski M.",Behav Brain Sci,2022,10.1017/S0140525X22000280
118,Scientific realism about Friston blankets without literalism,"Kiverstein J, Kirchhoff M.",Behav Brain Sci,2022,10.1017/S0140525X22000267
119,"Life, mind, agency: Why Markov blankets fail the test of evolution","Veit W, Browning H.",Behav Brain Sci,2022,10.1017/S0140525X22000115
120,Practical implications from distinguishing between Pearl blankets and Friston blankets,Fox S.,Behav Brain Sci,2022,10.1017/S0140525X22000061
121,The emperor has no blanket!,"Raja V, Baggs E, Chemero A, Anderson ML.",Behav Brain Sci,2022,10.1017/S0140525X22000243
122,The empire strikes back: Some responses to Bruineberg and colleagues,Ramstead MJD.,Behav Brain Sci,2022,10.1017/S0140525X22000139
123,In the Body's Eye: The computational anatomy of interoceptive inference,"Allen M, Levy A, Parr T, Friston KJ.",PLoS Comput Biol,2022,10.1371/journal.pcbi.1010490
124,A free energy principle for generic quantum systems,"Fields C, Friston K, Glazebrook JF, Levin M.",Prog Biophys Mol Biol,2022,10.1016/j.pbiomolbio.2022.05.006
125,Consensus Based Networking of Distributed Virtual Environments,"Friston S, Griffith E, Swapp D, Julier S, Irondi C, Jjunju F, Ward R, Marshall A, Steed A.",IEEE Trans Vis Comput Graph,2022,10.1109/TVCG.2021.3052580
126,Reclaiming saliency: Rhythmic precision-modulated action and perception,"Anil Meera A, Novicky F, Parr T, Friston K, Lanillos P, Sajid N.",Front Neurorobot,2022,10.3389/fnbot.2022.896229
127,Enhanced top-down sensorimotor processing in somatic anxiety,"Bouziane I, Das M, Friston KJ, Caballero-Gaudes C, Ray D.",Transl Psychiatry,2022,10.1038/s41398-022-02061-2
128,Dynamic causal modelling of COVID-19 and its mitigations,"Friston KJ, Flandin G, Razi A.",Sci Rep,2022,10.1038/s41598-022-16799-8
129,Metastable oscillatory modes emerge from synchronization in the brain spacetime connectome,"Cabral J, Castaldo F, Vohryzek J, Litvak V, Bick C, Lambiotte R, Friston K, Kringelbach ML, Deco G.",Commun Phys,2022,10.1038/s42005-022-00950-y
130,"Very particular: Comment on ""How particular is the physics of the free energy principle?""",Friston K.,Phys Life Rev,2022,10.1016/j.plrev.2022.05.002
131,Everything is connected: Inference and attractors in delusions,"Adams RA, Vincent P, Benrimoh D, Friston KJ, Parr T.",Schizophr Res,2022,10.1016/j.schres.2021.07.032
132,Therapeutic Alliance as Active Inference: The Role of Therapeutic Touch and Biobehavioural Synchrony in Musculoskeletal Care,"McParlin Z, Cerritelli F, Rossettini G, Friston KJ, Esteves JE.",Front Behav Neurosci,2022,10.3389/fnbeh.2022.897247
133,An insula hierarchical network architecture for active interoceptive inference,"Fermin ASR, Friston K, Yamawaki S.",R Soc Open Sci,2022,10.1098/rsos.220226
134,Augmenting Human Selves Through Artificial Agents - Lessons From the Brain,"Northoff G, Fraser M, Griffiths J, Pinotsis DA, Panangaden P, Moran R, Friston K.",Front Comput Neurosci,2022,10.3389/fncom.2022.892354
135,Extended active inference: Constructing predictive cognition beyond skulls,"Constant A, Clark A, Kirchhoff M, Friston KJ.",Mind Lang,2022,10.1111/mila.12330
136,The Self and alien self in psyche and soma,Mizen CS.,J Anal Psychol,2022,10.1111/1468-5922.12819
137,"Clinical wisdom, science and evidence: The neglected gifts of psychodynamic thinking","Harari E, Grant DC.",Aust N Z J Psychiatry,2022,10.1177/00048674221077622
138,Friston's free energy principle: new life for psychoanalysis?,Holmes J.,BJPsych Bull,2022,10.1192/bjb.2021.6
139,Emergence of associative learning in a neuromorphic inference network,"Gandolfi D, Puglisi FM, Boiani GM, Pagnoni G, Friston KJ, D'Angelo E, Mapelli J.",J Neural Eng,2022,10.1088/1741-2552/ac6ca7
140,An Active Inference Account of Touch and Verbal Communication in Therapy,"Kim J, Esteves JE, Cerritelli F, Friston K.",Front Psychol,2022,10.3389/fpsyg.2022.828952
141,Directed coupling in multi-brain networks underlies generalized synchrony during social exchange,"Bilek E, Zeidman P, Kirsch P, Tost H, Meyer-Lindenberg A, Friston K.",Neuroimage,2022,10.1016/j.neuroimage.2022.119038
