,title,authors,where_published,year,doi
75,Mental health meets computational neuroscience: A predictive Bayesian account of the relationship between interoception and multisensory bodily illusions in anorexia nervosa,"Lernia DD, Serino S, Tuena C, Cacciatore C, Polli N, Riva G.",Int J Clin Health Psychol,2023,10.1016/j.ijchp.2023.100383
76,"Editorial: Temporal structure of neural processes coupling sensory, motor and cognitive functions of the brain, volume II","Gupta DS, Banerjee A, Piras F, Roy D.",Front Comput Neurosci,2023,10.3389/fncom.2023.1291744
77,Active Vision in Binocular Depth Estimation: A Top-Down Perspective,"Priorelli M, Pezzulo G, Stoianov IP.",Biomimetics (Basel),2023,10.3390/biomimetics8050445
78,Testing predictive coding theories of autism spectrum disorder using models of active inference,"Arthur T, Vine S, Buckingham G, Brosnan M, Wilson M, Harris D.",PLoS Comput Biol,2023,10.1371/journal.pcbi.1011473
79,Body as First Teacher: The Role of Rhythmic Visceral Dynamics in Early Cognitive Development,"Corcoran AW, Perrykkad K, Feuerriegel D, Robinson JE.",Perspect Psychol Sci,2023,10.1177/17456916231185343
80,Neural tuning instantiates prior expectations in the human visual system,"Harrison WJ, Bays PM, Rideaux R.",Nat Commun,2023,10.1038/s41467-023-41027-w
81,"Learning action hierarchies: Comment on ""An active inference model of hierarchical action understanding, learning and imitation"" by Riccardo Proietti, Giovanni Pezzulo, Alessia Tessari",Pacherie E.,Phys Life Rev,2023,10.1016/j.plrev.2023.08.002
82,"Anticipatory and target related ""match/mismatch"" activities of the TPJ: Reply to comments on ""Left and right temporal-parietal junctions (TPJs) as ""match/mismatch"" hedonic machines: A unifying account of TPJ function""","Doricchi F, Lasaponara S, Pazzaglia M, Silvetti M.",Phys Life Rev,2023,10.1016/j.plrev.2023.07.015
83,"Language as a means to reduce uncertainty: Comment on ""An active inference model of hierarchical action understanding, learning and imitation"" by R. Proietti, G. Pezzulo, A. Tessari","Borghi AM, Gervasi AM, Brozzoli C.",Phys Life Rev,2023,10.1016/j.plrev.2023.07.014
84,"Synchronising our internal clocks: Comment on: ""An active inference model of hierarchical action understanding, learning and imitation"" by Proietti et al","Parr T, Limanowski J.",Phys Life Rev,2023,10.1016/j.plrev.2023.07.013
85,"The path forward for modeling action-oriented cognition as active inference: Comment on ""An active inference model of hierarchical action understanding, learning and imitation"" by Riccardo Proietti, Giovanni Pezzulo, Alessia Tessari",Smith R.,Phys Life Rev,2023,10.1016/j.plrev.2023.06.010
86,"The many faces of action: Comment on ""An active inference model of hierarchical action understanding, learning and imitation"" by Proietti, Pezzulo, and Tessari",Friston K.,Phys Life Rev,2023,10.1016/j.plrev.2023.06.007
87,"An active inference model of hierarchical action understanding, learning and imitation","Proietti R, Pezzulo G, Tessari A.",Phys Life Rev,2023,10.1016/j.plrev.2023.05.012
88,"To comment or not to comment, that is the question!: Comment on ""To copy or not to copy?..."" by Héctor M. Manrique and Michael J. Walker","Tickles D, Friedman D.",Phys Life Rev,2023,10.1016/j.plrev.2023.06.002
89,Placebo and Nocebo Effects as Bayesian-Brain Phenomena: The Overlooked Role of Likelihood and Attention,"Pagnini F, Barbiani D, Cavalera C, Volpato E, Grosso F, Minazzi GA, Vailati Riboni F, Graziano F, Di Tella S, Manzoni GM, Silveri MC, Riva G, Phillips D.",Perspect Psychol Sci,2023,10.1177/17456916221141383
90,Clinical and computational speech measures are associated with social cognition in schizophrenia spectrum disorders,"Tang SX, Cong Y, Nikzad AH, Mehta A, Cho S, Hänsel K, Berretta S, Dhar AA, Kane JM, Malhotra AK.",Schizophr Res,2023,10.1016/j.schres.2022.06.012
91,"Mental Gravity: Depression as Spacetime Curvature of the Self, Mind, and Brain",Kent L.,Entropy (Basel),2023,10.3390/e25091275
92,Adversarial inference: predictive minds in the attention economy,Bruineberg J.,Neurosci Conscious,2023,10.1093/nc/niad019
93,Self-regulation learning as active inference: dynamic causal modeling of an fMRI neurofeedback task,"Vargas G, Araya D, Sepulveda P, Rodriguez-Fernandez M, Friston KJ, Sitaram R, El-Deredy W.",Front Neurosci,2023,10.3389/fnins.2023.1212549
94,Planning to Learn: A Novel Algorithm for Active Learning during Model-Based Planning,"Hodson R, Bassett B, van Hoof C, Rosman B, Solms M, Shock JP, Smith R.",ArXiv,2023,
95,An Active-Inference Approach to Second-Person Neuroscience,"Lehmann K, Bolis D, Friston KJ, Schilbach L, Ramstead MJD, Kanske P.",Perspect Psychol Sci,2023,10.1177/17456916231188000
96,Resilience as the Ability to Maintain Well-Being: An Allostatic Active Inference Model,"Waugh CE, Sali AW.",J Intell,2023,10.3390/jintelligence11080158
97,A Goal-Directed Trajectory Planning Using Active Inference in UAV-Assisted Wireless Networks,"Krayani A, Khan K, Marcenaro L, Marchese M, Regazzoni C.",Sensors (Basel),2023,10.3390/s23156873
98,Insula neuroanatomical networks predict interoceptive awareness,"Fermin ASR, Sasaoka T, Maekawa T, Chan HL, Machizawa MG, Okada G, Okamoto Y, Yamawaki S.",Heliyon,2023,10.1016/j.heliyon.2023.e18307
99,The Effect of Perioperative Auditory Stimulation with Music on Procedural Pain: A Narrative Review,"Frickmann FCS, Urman RD, Siercks K, Burgermeister G, Luedi MM, Lersch FE.",Curr Pain Headache Rep,2023,10.1007/s11916-023-01138-x
100,Cartography of the multiple formal systems of molecular autopoiesis: from the biology of cognition and enaction to anticipation and active inference,Rubin S.,Biosystems,2023,10.1016/j.biosystems.2023.104955
101,Temporal dynamics of interoceptive attention and positive and negative affect in adults engaging in disordered eating and nonsuicidal self-injury,"Velkoff EA, Smith AR.",J Clin Psychol,2023,10.1002/jclp.23508
102,Same but different: how agency modulates pain perception,Wiech K.,Trends Cogn Sci,2023,10.1016/j.tics.2023.04.011
103,Understanding visual hallucinations: A new synthesis,"Collerton D, Barnes J, Diederich NJ, Dudley R, Ffytche D, Friston K, Goetz CG, Goldman JG, Jardri R, Kulisevsky J, Lewis SJG, Nara S, O'Callaghan C, Onofrj M, Pagonabarraga J, Parr T, Shine JM, Stebbins G, Taylor JP, Tsuda I, Weil RS.",Neurosci Biobehav Rev,2023,10.1016/j.neubiorev.2023.105208
104,To copy or not to copy? That is the question! From chimpanzees to the foundation of human technological culture,"Manrique HM, Walker MJ.",Phys Life Rev,2023,10.1016/j.plrev.2023.02.005
105,A Variational Synthesis of Evolutionary and Developmental Dynamics,"Friston K, Friedman DA, Constant A, Knight VB, Fields C, Parr T, Campbell JO.",Entropy (Basel),2023,10.3390/e25070964
106,"Elevated decision uncertainty and reduced avoidance drives in depression, anxiety and substance use disorders during approach-avoidance conflict: a replication study","Smith R, Lavalley CA, Taylor S, Stewart JL, Khalsa SS, Berg H, Ironside M, Paulus MP, Aupperle R.",J Psychiatry Neurosci,2023,10.1503/jpn.220226
107,Resurrecting Gaia: harnessing the Free Energy Principle to preserve life as we know it,"Montgomery C, Hipólito I.",Front Psychol,2023,10.3389/fpsyg.2023.1206963
108,Models of the Translation Process and the Free Energy Principle,Carl M.,Entropy (Basel),2023,10.3390/e25060928
109,Adaptive control of functional connectivity: dorsal and ventral limbic divisions regulate the dorsal and ventral neocortical networks,"Tucker DM, Luu P.",Cereb Cortex,2023,10.1093/cercor/bhad085
110,On Bayesian mechanics: a physics of and by beliefs,"Ramstead MJD, Sakthivadivel DAR, Heins C, Koudahl M, Millidge B, Da Costa L, Klein B, Friston KJ.",Interface Focus,2023,10.1098/rsfs.2022.0029
111,Cognitive effort and active inference,"Parr T, Holmes E, Friston KJ, Pezzulo G.",Neuropsychologia,2023,10.1016/j.neuropsychologia.2023.108562
112,"The scaling of goals from cellular to anatomical homeostasis: an evolutionary simulation, experiment and analysis","Pio-Lopez L, Bischof J, LaPalme JV, Levin M.",Interface Focus,2023,10.1098/rsfs.2022.0072
113,Free energy and inference in living systems,Kim CS.,Interface Focus,2023,10.1098/rsfs.2022.0041
114,Symmetry and complexity in object-centric deep active inference models,"Ferraro S, Van de Maele T, Verbelen T, Dhoedt B.",Interface Focus,2023,10.1098/rsfs.2022.0077
115,Role of Culture in Meaning Making: Bridging Semiotic Cultural Psychology and Active Inference,Kerusauskaite S.,Integr Psychol Behav Sci,2023,10.1007/s12124-022-09744-x
116,"Acute exercise as active inference in chronic musculoskeletal pain, effects on gait kinematics and muscular activity in patients and healthy participants: a study protocol for a randomised controlled laboratory trial","Westergren J, Sjöberg V, Vixner L, Nyberg RG, Moulaee Conradsson D, Monnier A, LoMartire R, Enthoven P, Äng BO.",BMJ Open,2023,10.1136/bmjopen-2022-069747
117,Cortical speech tracking is related to individual prediction tendencies,"Schubert J, Schmidt F, Gehmacher Q, Bresgen A, Weisz N.",Cereb Cortex,2023,10.1093/cercor/bhac528
118,The statistical mechanics of felt uncertainty under active inference,Solms M.,Behav Brain Sci,2023,10.1017/S0140525X22002783
119,Decisions under uncertainty are more messy than they seem,Tuominen J.,Behav Brain Sci,2023,10.1017/S0140525X22002576
120,Action affordance affects proximal and distal goal-oriented planning,"Keshava A, Gottschewsky N, Balle S, Nezami FN, Schüler T, König P.",Eur J Neurosci,2023,10.1111/ejn.15963
121,From fear of falling to choking under pressure: A predictive processing perspective of disrupted motor control under anxiety,"Harris DJ, Wilkinson S, Ellmers TJ.",Neurosci Biobehav Rev,2023,10.1016/j.neubiorev.2023.105115
122,Computational models of behavioral addictions: State of the art and future directions,"Kato A, Shimomura K, Ognibene D, Parvaz MA, Berner LA, Morita K, Fiore VG.",Addict Behav,2023,10.1016/j.addbeh.2022.107595
123,A New Look at Young Children's Referential Informativeness,Vasil J.,Perspect Psychol Sci,2023,10.1177/17456916221112072
124,Reward Maximization Through Discrete Active Inference,"Da Costa L, Sajid N, Parr T, Friston K, Smith R.",Neural Comput,2023,10.1162/neco_a_01574
125,"Functional contextual implementation of an evolutionary, entropy-based, and embodied free energy framework: Utilizing Lagrangian mechanics and evolutionary game theory's truth vs. fitness test of the veridicality of phenomenological experience",Edwards DJ.,Front Psychol,2023,10.3389/fpsyg.2023.1150743
126,Agency affects pain inference through prior shift as opposed to likelihood precision modulation in a Bayesian pain model,"Strube A, Horing B, Rose M, Büchel C.",Neuron,2023,10.1016/j.neuron.2023.01.002
127,Quantifying aberrant approach-avoidance conflict in psychopathology: A review of computational approaches,"Letkiewicz AM, Kottler HC, Shankman SA, Cochran AL.",Neurosci Biobehav Rev,2023,10.1016/j.neubiorev.2023.105103
128,"Active Inference, Epistemic Value, and Uncertainty in Conceptual Disorganization in First-Episode Schizophrenia","Limongi R, Silva AM, Mackinley M, Ford SD, Palaniyappan L.",Schizophr Bull,2023,10.1093/schbul/sbac125
129,Flexible intentions: An Active Inference theory,"Priorelli M, Stoianov IP.",Front Comput Neurosci,2023,10.3389/fncom.2023.1128694
130,Time-consciousness in computational phenomenology: a temporal analysis of active inference,"Bogotá JD, Djebbara Z.",Neurosci Conscious,2023,10.1093/nc/niad004
131,Stochastic surprisal: An inferential measurement of free energy in neural networks,"Prabhushankar M, AlRegib G.",Front Neurosci,2023,10.3389/fnins.2023.926418
132,"Path of intuitive compassion to transform conflicts into enduring peace and prosperity: Symmetry across domains of reiterated prisoner's dilemma, dyadic active inference, and Mahayana Buddhism","Ho SS, Nakamura Y, Swain JE.",Front Psychol,2023,10.3389/fpsyg.2023.1099800
133,Hierarchical predictive coding in distributed pain circuits,Chen ZS.,Front Neural Circuits,2023,10.3389/fncir.2023.1073537
134,Evidence for entropy maximisation in human free choice behaviour,"Rens N, Lancia GL, Eluchans M, Schwartenbeck P, Cunnington R, Pezzulo G.",Cognition,2023,10.1016/j.cognition.2022.105328
135,A Bayesian computational model to investigate expert anticipation of a seemingly unpredictable ball bounce,"Harris DJ, North JS, Runswick OR.",Psychol Res,2023,10.1007/s00426-022-01687-7
136,Therapeutic touch and therapeutic alliance in pediatric care and neonatology: An active inference framework,"McParlin Z, Cerritelli F, Manzotti A, Friston KJ, Esteves JE.",Front Pediatr,2023,10.3389/fped.2023.961075
137,Action selection in early stages of psychosis: an active inference approach,"Knolle F, Sterner E, Moutoussis M, Adams RA, Griffin JD, Haarsma J, Taverne H, Goodyer IM, Fletcher PC, Murray GK; NSPN Consortium.",J Psychiatry Neurosci,2023,10.1503/jpn.220141
138,A neural active inference model of perceptual-motor learning,"Yang Z, Diaz GJ, Fajen BR, Bailey R, Ororbia AG.",Front Comput Neurosci,2023,10.3389/fncom.2023.1099593
139,Interpersonal attunement in social interactions: from collective psychophysiology to inter-personalized psychiatry and beyond,"Bolis D, Dumas G, Schilbach L.",Philos Trans R Soc Lond B Biol Sci,2023,10.1098/rstb.2021.0365
140,Corrigendum: Small steps for mankind: Modeling the emergence of cumulative culture from joint active inference communication,"Kastel N, Hesp C, Ridderinkhof KR, Friston KJ.",Front Neurorobot,2023,10.3389/fnbot.2023.1151062
141,Multivariate functional neuroimaging analyses reveal that strength-dependent face expectations are represented in higher-level face-identity areas,"Blank H, Alink A, Büchel C.",Commun Biol,2023,10.1038/s42003-023-04508-8
142,"Reaction Time ""Mismatch Costs"" Change with the Likelihood of Stimulus-Response Compatibility","Campbell MEJ, Sherwell CS, Cunnington R, Brown S, Breakspear M.",Psychon Bull Rev,2023,10.3758/s13423-022-02161-6
143,Turn-Taking Mechanisms in Imitative Interaction: Robotic Social Interaction Based on the Free Energy Principle,"Wirkuttis N, Ohata W, Tani J.",Entropy (Basel),2023,10.3390/e25020263
144,Small steps for mankind: Modeling the emergence of cumulative culture from joint active inference communication,"Kastel N, Hesp C, Ridderinkhof KR, Friston KJ.",Front Neurorobot,2023,10.3389/fnbot.2022.944986
145,The Active Inference Model of Coherence Therapy,Chamberlin DE.,Front Hum Neurosci,2023,10.3389/fnhum.2022.955558
146,Trust in Social Interaction: From Dyads to Civilizations,"Christov-Moore L, Bolis D, Kaplan J, Schilbach L, Iacoboni M.",Social and Affective Neuroscience of Everyday Human Interaction: From Theory to Methodology,2023,10.1007/978-3-031-08651-9_8
147,Cessations of consciousness in meditation: Advancing a scientific understanding of nirodha samāpatti,"Laukkonen RE, Sacchet MD, Barendregt H, Devaney KJ, Chowdhury A, Slagter HA.",Prog Brain Res,2023,10.1016/bs.pbr.2022.12.007
