,title,authors,where_published,year,doi
298,Dual Process Theory: Embodied and Predictive; Symbolic and Classical,Bellini-Leite SC.,Front Psychol,2022,10.3389/fpsyg.2022.805386
299,Does temporal irregularity drive prediction failure in schizophrenia? temporal modelling of ERPs,"Karanikolaou M, Limanowski J, Northoff G.",Schizophrenia (Heidelb),2022,10.1038/s41537-022-00239-7
300,Corticofugal regulation of predictive coding,"Lesicko AMH, Angeloni CF, Blackwell JM, De Biasi M, Geffen MN.",Elife,2022,10.7554/eLife.73289
301,How Psychedelic-Assisted Treatment Works in the Bayesian Brain,Villiger D.,Front Psychiatry,2022,10.3389/fpsyt.2022.812180
302,Adaptive integration of self-motion and goals in posterior parietal cortex,"Alexander AS, Tung JC, Chapman GW, Conner AM, Shelley LE, Hasselmo ME, Nitz DA.",Cell Rep,2022,10.1016/j.celrep.2022.110504
303,Unified Coding of Spectral and Temporal Phonetic Cues: Electrophysiological Evidence for Abstract Phonological Features,"Monahan PJ, Schertz J, Fu Z, Pérez A.",J Cogn Neurosci,2022,10.1162/jocn_a_01817
304,A Predictive Coding Framework for Understanding Major Depression,"Gilbert JR, Wusinich C, Zarate CA Jr.",Front Hum Neurosci,2022,10.3389/fnhum.2022.787495
305,Non-stimulated regions in early visual cortex encode the contents of conscious visual perception,"van Kemenade BM, Wilbertz G, Müller A, Sterzer P.",Hum Brain Mapp,2022,10.1002/hbm.25731
306,Implicit learning in 3-year-olds with high and low likelihood of autism shows no evidence of precision weighting differences,"Ward EK, Buitelaar JK, Hunnius S.",Dev Sci,2022,10.1111/desc.13158
307,Osteopathic Care as (En)active Inference: A Theoretical Framework for Developing an Integrative Hypothesis in Osteopathy,"Esteves JE, Cerritelli F, Kim J, Friston KJ.",Front Psychol,2022,10.3389/fpsyg.2022.812926
308,Therapeutic Alliance as Active Inference: The Role of Therapeutic Touch and Synchrony,"McParlin Z, Cerritelli F, Friston KJ, Esteves JE.",Front Psychol,2022,10.3389/fpsyg.2022.783694
309,Constructing the hierarchy of predictive auditory sequences in the marmoset brain,"Jiang Y, Komatsu M, Chen Y, Xie R, Zhang K, Xia Y, Gui P, Liang Z, Wang L.",Elife,2022,10.7554/eLife.74653
310,NMDA receptors in visual cortex are necessary for normal visuomotor integration and skill learning,"Widmer FC, O'Toole SM, Keller GB.",Elife,2022,10.7554/eLife.71476
311,The evolution of brain architectures for predictive coding and active inference,"Pezzulo G, Parr T, Friston K.",Philos Trans R Soc Lond B Biol Sci,2022,10.1098/rstb.2020.0531
312,Preparatory attention incorporates contextual expectations,"Gayet S, Peelen MV.",Curr Biol,2022,10.1016/j.cub.2021.11.062
313,Susceptibility to auditory hallucinations is associated with spontaneous but not directed modulation of top-down expectations for speech,"Alderson-Day B, Moffatt J, Lima CF, Krishnan S, Fernyhough C, Scott SK, Denton S, Leong IYT, Oncel AD, Wu YL, Gurbuz Z, Evans S.",Neurosci Conscious,2022,10.1093/nc/niac002
314,Scene Context Impairs Perception of Semantically Congruent Objects,"Spaak E, Peelen MV, de Lange FP.",Psychol Sci,2022,10.1177/09567976211032676
315,Negative affect impedes perceptual filling-in in the uniformity illusion,"Kraus N, Niedeggen M, Hesselmann G.",Conscious Cogn,2022,10.1016/j.concog.2021.103258
316,Cerebellar Contributions to Social Cognition in ASD: A Predictive Processing Framework,"Frosch IR, Mittal VA, D'Mello AM.",Front Integr Neurosci,2022,10.3389/fnint.2022.810425
317,The Lonely Brain - Associations Between Social Isolation and (Cerebro-) Vascular Disease From the Perspective of Social Neuroscience,"Gronewold J, Engels M.",Front Integr Neurosci,2022,10.3389/fnint.2022.729621
318,"Action Intentions, Predictive Processing, and Mind Reading: Turning Goalkeepers Into Penalty Killers","Ridderinkhof KR, Snoek L, Savelsbergh G, Cousijn J, van Campen AD.",Front Hum Neurosci,2022,10.3389/fnhum.2021.789817
319,Predictive Neuronal Adaptation as a Basis for Consciousness,"Luczak A, Kubo Y.",Front Syst Neurosci,2022,10.3389/fnsys.2021.767461
320,Predictive Processing in Poetic Language: Event-Related Potentials Data on Rhythmic Omissions in Metered Speech,"Henrich K, Scharinger M.",Front Psychol,2022,10.3389/fpsyg.2021.782765
321,Dropping Beans or Spilling Secrets: How Idiomatic Context Bias Affects Prediction,"Hendriks M, van Ginkel W, Dijkstra T, Piai V.",J Cogn Neurosci,2022,10.1162/jocn_a_01798
322,Developmental Language Disorder as Syntactic Prediction Impairment,"Hestvik A, Epstein B, Schwartz RG, Shafer VL.",Front Commun (Lausanne),2022,10.3389/fcomm.2021.637585
323,Gastrointestinal Interoception in Eating Disorders: Charting a New Path,"Khalsa SS, Berner LA, Anderson LM.",Curr Psychiatry Rep,2022,10.1007/s11920-022-01318-3
324,"Interoception as modeling, allostasis as control","Sennesh E, Theriault J, Brooks D, van de Meent JW, Barrett LF, Quigley KS.",Biol Psychol,2022,10.1016/j.biopsycho.2021.108242
325,Prediction under uncertainty: Dissociating sensory from cognitive expectations in highly uncertain musical contexts,"Mencke I, Quiroga-Martinez DR, Omigie D, Michalareas G, Schwarzacher F, Haumann NT, Vuust P, Brattico E.",Brain Res,2021,10.1016/j.brainres.2021.147664
326,Bayesian mechanics for stationary processes,"Da Costa L, Friston K, Heins C, Pavliotis GA.",Proc Math Phys Eng Sci,2021,10.1098/rspa.2021.0518
327,Functional equivalence revisited: Costs and benefits of priming action with motor imagery and motor preparation,"Toovey BRW, Seiss E, Sterr A.",J Exp Psychol Hum Percept Perform,2021,10.1037/xhp0000966
328,Autism and intolerance of uncertainty: an ill-fitting pair,"Bervoets J, Milton D, Van de Cruys S.",Trends Cogn Sci,2021,10.1016/j.tics.2021.08.006
329,'Uncertainty attunement' has explanatory value in understanding autistic anxiety,"Stark E, Stacey J, Mandy W, Kringelbach ML, Happé F.",Trends Cogn Sci,2021,10.1016/j.tics.2021.09.006
330,Parallel and hierarchical neural mechanisms for adaptive and predictive behavioral control,"Macpherson T, Matsumoto M, Gomi H, Morimoto J, Uchibe E, Hikida T.",Neural Netw,2021,10.1016/j.neunet.2021.09.009
331,Predictive processing models and affective neuroscience,"Lee KM, Ferreira-Santos F, Satpute AB.",Neurosci Biobehav Rev,2021,10.1016/j.neubiorev.2021.09.009
332,Musicianship and melodic predictability enhance neural gain in auditory cortex during pitch deviance detection,"Quiroga-Martinez DR, Hansen NC, Højlund A, Pearce M, Brattico E, Holmes E, Friston K, Vuust P.",Hum Brain Mapp,2021,10.1002/hbm.25638
333,"Design, Development and Functionality of a Haptic Force-Matching Device for Measuring Sensory Attenuation","McNaughton D, Bacigalupo C, Georghiades A, Beath A, Hush J, Jones M.",Behav Res Methods,2021,10.3758/s13428-021-01605-6
334,Active strategies for multisensory conflict suppression in the virtual hand illusion,"Lanillos P, Franklin S, Maselli A, Franklin DW.",Sci Rep,2021,10.1038/s41598-021-02200-7
335,Back to square one: the bodily roots of conscious experiences in early life,"Ciaunica A, Safron A, Delafield-Butt J.",Neurosci Conscious,2021,10.1093/nc/niab037
336,Cellular activity in insular cortex across seconds to hours: Sensations and predictions of bodily states,"Livneh Y, Andermann ML.",Neuron,2021,10.1016/j.neuron.2021.08.036
337,Verb-Mediated Prediction in Bilingual Toddlers,"Theimann A, Kuzmina E, Hansen P.",Front Psychol,2021,10.3389/fpsyg.2021.719447
338,The neural architecture of language: Integrative modeling converges on predictive processing,"Schrimpf M, Blank IA, Tuckute G, Kauf C, Hosseini EA, Kanwisher N, Tenenbaum JB, Fedorenko E.",Proc Natl Acad Sci U S A,2021,10.1073/pnas.2105646118
339,Sensory Attenuation in the Auditory Modality as a Window Into Predictive Processing,"Kiepe F, Kraus N, Hesselmann G.",Front Hum Neurosci,2021,10.3389/fnhum.2021.704668
340,Balancing Prediction and Surprise: A Role for Active Sleep at the Dawn of Consciousness?,"Van De Poll MN, van Swinderen B.",Front Syst Neurosci,2021,10.3389/fnsys.2021.768762
341,"Bayes, predictive processing, and the cognitive architecture of motor control",Burnston DC.,Conscious Cogn,2021,10.1016/j.concog.2021.103218
342,"Social prediction in pediatric patients with congenital, non-progressive malformations of the cerebellum: From deficits in predicting movements to rehabilitation in virtual reality","Urgesi C, Butti N, Finisguerra A, Biffi E, Valente EM, Romaniello R, Borgatti R.",Cortex,2021,10.1016/j.cortex.2021.08.008
343,Oscillatory entrainment mechanisms and anticipatory predictive processes in children with autism spectrum disorder,"Beker S, Foxe JJ, Molholm S.",J Neurophysiol,2021,10.1152/jn.00329.2021
344,Visual short-term memory load modulates repetition related fMRI signal adaptation,"Li C, Kovács G, Trapp S.",Biol Psychol,2021,10.1016/j.biopsycho.2021.108199
345,Bayesian theories of consciousness: a review in search for a minimal unifying model,Rorot W.,Neurosci Conscious,2021,10.1093/nc/niab038
346,Mental distress through the prism of predictive processing theory,"Van de Cruys S, Van Dessel P.",Curr Opin Psychol,2021,10.1016/j.copsyc.2021.07.006
347,Is prediction nothing more than multi-scale pattern completion of the future?,"Falandays JB, Nguyen B, Spivey MJ.",Brain Res,2021,10.1016/j.brainres.2021.147578
348,How 'rational' is semantic prediction? A critique and re-analysis of,Nieuwland MS.,Cognition,2021,10.1016/j.cognition.2021.104848
349,Preattentive processing of visually guided self-motion in humans and monkeys,"Schmitt C, Schwenk JCB, Schütz A, Churan J, Kaminiarz A, Bremmer F.",Prog Neurobiol,2021,10.1016/j.pneurobio.2021.102117
350,Cognitive control mediates age-related changes in flexible anticipatory processing during listening comprehension,"Dave S, Brothers T, Hoversten LJ, Traxler MJ, Swaab TY.",Brain Res,2021,10.1016/j.brainres.2021.147573
351,Temporal uncertainty enhances suppression of neural responses to predictable visual stimuli,"Nara S, Lizarazu M, Richter CG, Dima DC, Cichy RM, Bourguignon M, Molinaro N.",Neuroimage,2021,10.1016/j.neuroimage.2021.118314
352,Brief mindfulness training can mitigate the influence of prior expectations on pain perception,"Vencatachellum S, van der Meulen M, Van Ryckeghem DML, Van Damme S, Vögele C.",Eur J Pain,2021,10.1002/ejp.1817
353,Musicality as a predictive process,"Kraus N, Hesselmann G.",Behav Brain Sci,2021,10.1017/S0140525X20000746
354,Inattention and Uncertainty in the Predictive Brain,"Kujala T, Lappi O.",Front Neuroergon,2021,10.3389/fnrgo.2021.718699
355,Attention and distraction in the predictive brain,"Slagter HA, van Moorselaar D.",Vis cogn,2021,10.1080/13506285.2021.1936733
356,Prediction Impairment May Explain Communication Difficulties in Autism,"Scholten I, Hartman CA, Hendriks P.",Front Psychol,2021,10.3389/fpsyg.2021.734024
357,A precise and adaptive neural mechanism for predictive temporal processing in the frontal cortex,"Meirhaeghe N, Sohn H, Jazayeri M.",Neuron,2021,10.1016/j.neuron.2021.08.025
358,Gestalts at threshold could reveal Gestalts as predictions,"Costa TL, Wagemans J.",Sci Rep,2021,10.1038/s41598-021-97878-0
359,"Consciousness in active inference: Deep self-models, other minds, and the challenge of psychedelic-induced ego-dissolution",Deane G.,Neurosci Conscious,2021,10.1093/nc/niab024
360,The Music of Silence: Part II: Music Listening Induces Imagery Responses,"Di Liberto GM, Marion G, Shamma SA.",J Neurosci,2021,10.1523/JNEUROSCI.0184-21.2021
361,The influence of variability on mismatch negativity amplitude,"Yeark M, Paton B, Todd J.",Biol Psychol,2021,10.1016/j.biopsycho.2021.108161
362,From many to (n)one: Meditation and the plasticity of the predictive mind,"Laukkonen RE, Slagter HA.",Neurosci Biobehav Rev,2021,10.1016/j.neubiorev.2021.06.021
363,Activation of Literal Word Meanings in Idioms: Evidence from Eye-tracking and ERP Experiments,"Kessler R, Weber A, Friedrich CK.",Lang Speech,2021,10.1177/0023830920943625
364,An Active Inference Approach to Dissecting Reasons for Nonadherence to Antidepressants,"Smith R, Khalsa SS, Paulus MP.",Biol Psychiatry Cogn Neurosci Neuroimaging,2021,10.1016/j.bpsc.2019.11.012
365,Pragmatic Prediction in the Processing of Referring Expressions Containing Scalar Quantifiers,"Macuch Silva V, Franke M.",Front Psychol,2021,10.3389/fpsyg.2021.662050
366,Publisher Correction: Neural network modeling of altered facial expression recognition in autism spectrum disorders based on predictive processing framework,"Takahashi Y, Murata S, Idei H, Tomita H, Yamashita Y.",Sci Rep,2021,10.1038/s41598-021-97145-2
367,"Suppression, Maintenance, and Surprise: Neuronal Correlates of Predictive Processing Specialization for Musical Rhythm","Færøvik U, Specht K, Vikene K.",Front Neurosci,2021,10.3389/fnins.2021.674050
368,Unilateral neglect within the predictive processing framework,"Garrido MI, Deouell LY.",Brain Commun,2021,10.1093/braincomms/fcab193
369,Cross-modal auditory priors drive the perception of bistable visual stimuli with reliable differences between individuals,"Pálffy Z, Farkas K, Csukly G, Kéri S, Polner B.",Sci Rep,2021,10.1038/s41598-021-96198-7
370,Corticothalamic Pathways in Auditory Processing: Recent Advances and Insights From Other Sensory Systems,"Antunes FM, Malmierca MS.",Front Neural Circuits,2021,10.3389/fncir.2021.721186
371,Automatic Sensory Predictions: A Review of Predictive Mechanisms in the Brain and Their Link to Conscious Processing,"Tivadar RI, Knight RT, Tzovara A.",Front Hum Neurosci,2021,10.3389/fnhum.2021.702520
372,Does the Lightning Process Training Programme Reduce Chronic Fatigue in Adolescent and Young Adult Cancer Survivors? A Mixed-Methods Pilot Study,"Fauske L, Bruland ØS, Dahl AA, Myklebostad A, Reme SE.",Cancers (Basel),2021,10.3390/cancers13164076
373,Disentangling predictive processing in the brain: a meta-analytic study in favour of a predictive network,"Ficco L, Mancuso L, Manuello J, Teneggi A, Liloia D, Duca S, Costa T, Kovacs GZ, Cauda F.",Sci Rep,2021,10.1038/s41598-021-95603-5
374,A Predictive Processing Account of Card Sorting: Fast Proactive and Reactive Frontoparietal Cortical Dynamics during Inference and Learning of Perceptual Categories,Barceló F.,J Cogn Neurosci,2021,10.1162/jocn_a_01662
375,Predictive brain: Addressing the level of representation by reviewing perceptual hysteresis,"Trapp S, Pascucci D, Chelazzi L.",Cortex,2021,10.1016/j.cortex.2021.04.011
376,"Computational models of the ""active self"" and its disturbances in schizophrenia","Möller TJ, Georgie YK, Schillaci G, Voss M, Hafner VV, Kaltwasser L.",Conscious Cogn,2021,10.1016/j.concog.2021.103155
377,Useful misrepresentation: perception as embodied proactive inference,"Martin JM, Solms M, Sterzer P.",Trends Neurosci,2021,10.1016/j.tins.2021.04.007
378,Young infants process prediction errors at the theta rhythm,"Köster M, Langeloh M, Michel C, Hoehl S.",Neuroimage,2021,10.1016/j.neuroimage.2021.118074
379,Does signal reduction imply predictive coding in models of spoken word recognition?,"Luthra S, Li MYC, You H, Brodbeck C, Magnuson JS.",Psychon Bull Rev,2021,10.3758/s13423-021-01924-x
380,Computational framework for investigating predictive processing in auditory perception,"Skerritt-Davis B, Elhilali M.",J Neurosci Methods,2021,10.1016/j.jneumeth.2021.109177
381,Neural network modeling of altered facial expression recognition in autism spectrum disorders based on predictive processing framework,"Takahashi Y, Murata S, Idei H, Tomita H, Yamashita Y.",Sci Rep,2021,10.1038/s41598-021-94067-x
382,"Presence, flow, and narrative absorption: an interdisciplinary theoretical exploration with a new spatiotemporal integrated model based on predictive processing","Pianzola F, Riva G, Kukkonen K, Mantovani F.",Open Res Eur,2021,10.12688/openreseurope.13193.2
383,Depression as a Failed Anxiety: The Continuum of Precision-Weighting Dysregulation in Affective Disorders,Krupnik V.,Front Psychol,2021,10.3389/fpsyg.2021.657738
384,Does Psychedelic Therapy Have a Transdiagnostic Action and Prophylactic Potential?,"Kočárová R, Horáček J, Carhart-Harris R.",Front Psychiatry,2021,10.3389/fpsyt.2021.661233
385,Musical Interaction Reveals Music as Embodied Language,"Dell'Anna A, Leman M, Berti A.",Front Neurosci,2021,10.3389/fnins.2021.667838
386,Adaptive Prediction for Social Contexts: The Cerebellar Contribution to Typical and Atypical Social Behaviors,"Stoodley CJ, Tsai PT.",Annu Rev Neurosci,2021,10.1146/annurev-neuro-100120-092143
387,Speech Perception under the Tent: A Domain-general Predictive Role for the Cerebellum,"Skipper JI, Lametti DR.",J Cogn Neurosci,2021,10.1162/jocn_a_01729
388,"Predictive processing, cognitive control, and tonality stability of music: An fMRI study of chromatic harmony","Li CW, Guo FY, Tsai CG.",Brain Cogn,2021,10.1016/j.bandc.2021.105751
389,Autistic Cognition: Charting Routes to Anxiety,"Stark E, Stacey J, Mandy W, Kringelbach ML, Happé F.",Trends Cogn Sci,2021,10.1016/j.tics.2021.03.014
390,Evaluating the evidence for expectation suppression in the visual system,"Feuerriegel D, Vogels R, Kovács G.",Neurosci Biobehav Rev,2021,10.1016/j.neubiorev.2021.04.002
391,Psychomotor Predictive Processing,Fox S.,Entropy (Basel),2021,10.3390/e23070806
392,"Low-level, prediction-based sensory and motor processes are unimpaired in Autism","Finnemann JJS, Plaisted-Grant K, Moore J, Teufel C, Fletcher PC.",Neuropsychologia,2021,10.1016/j.neuropsychologia.2021.107835
393,Speech-brain phase coupling is enhanced in low contextual semantic predictability conditions,"Molinaro N, Lizarazu M, Baldin V, Pérez-Navarro J, Lallier M, Ríos-López P.",Neuropsychologia,2021,10.1016/j.neuropsychologia.2021.107830
394,Regularity detection under stress: Faster extraction of probability-based regularities,"Tóth-Fáber E, Janacsek K, Szőllősi Á, Kéri S, Nemeth D.",PLoS One,2021,10.1371/journal.pone.0253123
395,Expectancy-based rhythmic entrainment as continuous Bayesian inference,Cannon J.,PLoS Comput Biol,2021,10.1371/journal.pcbi.1009025
396,A predictive processing framework of tool use,van Elk M.,Cortex,2021,10.1016/j.cortex.2021.03.014
397,Cross-modal predictive processing depends on context rather than local contingencies,"Dercksen TT, Stuckenberg MV, Schröger E, Wetzel N, Widmann A.",Psychophysiology,2021,10.1111/psyp.13811
398,Paradoxical sensory reactivity induced by functional disconnection in a robot model of neurodevelopmental disorder,"Idei H, Murata S, Yamashita Y, Ogata T.",Neural Netw,2021,10.1016/j.neunet.2021.01.033
399,Out-of-step: brain-heart desynchronization in anxiety disorders,"Tumati S, Paulus MP, Northoff G.",Mol Psychiatry,2021,10.1038/s41380-021-01029-w
400,How Pain Shapes Depression and Anxiety: A Hybrid Self-regulatory/Predictive Mind Perspective,Karoly P.,J Clin Psychol Med Settings,2021,10.1007/s10880-019-09693-5
401,"Whatever Next and Close to My Self-The Transparent Senses and the ""Second Skin"": Implications for the Case of Depersonalization","Ciaunica A, Roepstorff A, Fotopoulou AK, Petreca B.",Front Psychol,2021,10.3389/fpsyg.2021.613587
402,Adaptation in Predictive Prosodic Processing in Bilinguals,Foltz A.,Front Psychol,2021,10.3389/fpsyg.2021.661236
403,Enacting Media. An Embodied Account of Enculturation Between Neuromediality and New Cognitive Media Theory,Fingerhut J.,Front Psychol,2021,10.3389/fpsyg.2021.635993
404,The first prior: From co-embodiment to co-homeostasis in early life,"Ciaunica A, Constant A, Preissl H, Fotopoulou K.",Conscious Cogn,2021,10.1016/j.concog.2021.103117
405,Tackling hyperarousal: an integrative multimodal approach,Krupnik V.,Cogn Neuropsychiatry,2021,10.1080/13546805.2021.1907177
406,The effect of uncertainty on prediction error in the action perception loop,"Perrykkad K, Lawson RP, Jamadar S, Hohwy J.",Cognition,2021,10.1016/j.cognition.2021.104598
407,The Embodied-Enactive-Interactive Brain: Bridging Neuroscience and Creative Arts Therapies,Vaisvaser S.,Front Psychol,2021,10.3389/fpsyg.2021.634079
408,Predictive Processing in Cognitive Robotics: A Review,"Ciria A, Schillaci G, Pezzulo G, Hafner VV, Lara B.",Neural Comput,2021,10.1162/neco_a_01383
409,Prediction in Autism Spectrum Disorder: A Systematic Review of Empirical Evidence,"Cannon J, O'Brien AM, Bungert L, Sinha P.",Autism Res,2021,10.1002/aur.2482
410,Commonalities and differences in predictive neural processing of discrete vs continuous action feedback,"Schmitter CV, Steinsträter O, Kircher T, van Kemenade BM, Straube B.",Neuroimage,2021,10.1016/j.neuroimage.2021.117745
411,Unmet expectations delay sensory processes,"Urgen BM, Boyaci H.",Vision Res,2021,10.1016/j.visres.2020.12.004
412,"Re-visioning clinical reasoning, or stepping out from the skull",Bleakley A.,Med Teach,2021,10.1080/0142159X.2020.1859098
413,The predictive global neuronal workspace: A formal active inference model of visual consciousness,"Whyte CJ, Smith R.",Prog Neurobiol,2021,10.1016/j.pneurobio.2020.101918
414,Sensorimotor predictions shape reported conscious visual experience in a breaking continuous flash suppression task,"Skora LI, Seth AK, Scott RB.",Neurosci Conscious,2021,10.1093/nc/niab003
415,Adjudicating Between Local and Global Architectures of Predictive Processing in the Subcortical Auditory Pathway,"Tabas A, von Kriegstein K.",Front Neural Circuits,2021,10.3389/fncir.2021.644743
416,No exploitation of temporal sequence context during visual search,"Bouwkamp FG, de Lange FP, Spaak E.",R Soc Open Sci,2021,10.1098/rsos.201565
417,Why expectations do or do not change after expectation violation: A comparison of seven models,"Pinquart M, Endres D, Teige-Mocigemba S, Panitz C, Schütz AC.",Conscious Cogn,2021,10.1016/j.concog.2021.103086
418,Inequalities in mental health: predictive processing and social life,"Kelly MP, Brayne C, Kinmonth AL, Kriznik N, Ford J, Fletcher PC.",Curr Opin Psychiatry,2021,10.1097/YCO.0000000000000680
419,Cloze enough? Hemodynamic effects of predictive processing during natural reading,"Schuster S, Himmelstoss NA, Hutzler F, Richlan F, Kronbichler M, Hawelka S.",Neuroimage,2021,10.1016/j.neuroimage.2020.117687
420,Better Safe Than Sorry: A Common Signature of General Vulnerability for Psychopathology,"Van den Bergh O, Brosschot J, Critchley H, Thayer JF, Ottaviani C.",Perspect Psychol Sci,2021,10.1177/1745691620950690
421,When Beliefs Face Reality: An Integrative Review of Belief Updating in Mental Health and Illness,"Kube T, Rozenkrantz L.",Perspect Psychol Sci,2021,10.1177/1745691620931496
422,Out of the blue: understanding abrupt and wayward transitions in thought using probability and predictive processing,"Mills C, Zamani A, White R, Christoff K.",Philos Trans R Soc Lond B Biol Sci,2021,10.1098/rstb.2019.0692
423,Reconciling competing mechanisms posited to underlie auditory verbal hallucinations,"Thakkar KN, Mathalon DH, Ford JM.",Philos Trans R Soc Lond B Biol Sci,2021,10.1098/rstb.2019.0702
424,Language and action in Broca's area: Computational differentiation and cortical segregation,"Zaccarella E, Papitto G, Friederici AD.",Brain Cogn,2021,10.1016/j.bandc.2020.105651
425,The N400 indexes acquisition of novel emotion concepts via conceptual combination,"Hoemann K, Hartley L, Watanabe A, Solana Leon E, Katsumi Y, Barrett LF, Quigley KS.",Psychophysiology,2021,10.1111/psyp.13727
426,"Word predictability effects are linear, not logarithmic: Implications for probabilistic models of sentence comprehension","Brothers T, Kuperberg GR.",J Mem Lang,2021,10.1016/j.jml.2020.104174
427,Eye movement control in Turkish sentence reading,"Özkan A, Beken Fikri F, Kırkıcı B, Kliegl R, Acartürk C.",Q J Exp Psychol (Hove),2021,10.1177/1747021820963310
428,"Toward an Embodied, Embedded Predictive Processing Account",Venter E.,Front Psychol,2021,10.3389/fpsyg.2021.543076
429,Predictive Processing and Developmental Language Disorder,"Jones SD, Westermann G.",J Speech Lang Hear Res,2021,10.1044/2020_JSLHR-20-00409
430,The behavioural preview effect with faces is susceptible to statistical regularities: Evidence for predictive processing across the saccade,"Huber-Huber C, Melcher D.",Sci Rep,2021,10.1038/s41598-020-79957-w
431,Representation Wars: Enacting an Armistice Through Active Inference,"Constant A, Clark A, Friston KJ.",Front Psychol,2021,10.3389/fpsyg.2020.598733
432,Low-Frequency Entrainment to Visual Motion Underlies Sign Language Comprehension,"Malaia EA, Borneman SC, Krebs J, Wilbur RB.",IEEE Trans Neural Syst Rehabil Eng,2021,10.1109/TNSRE.2021.3127724
433,Cerebral and behavioral signs of impaired cognitive flexibility and stability in schizophrenia spectrum disorders,"Standke I, Trempler I, Dannlowski U, Schubotz RI, Lencer R.",Neuroimage Clin,2021,10.1016/j.nicl.2021.102855
434,An interactionist perspective on the development of coordinated social attention,"Hoehl S, Bertenthal BI.",Adv Child Dev Behav,2021,10.1016/bs.acdb.2021.05.001
435,Predictive processing as an empirical theory for consciousness science,"Seth AK, Hohwy J.",Cogn Neurosci,2021,10.1080/17588928.2020.1838467
436,Brain activity predicts future learning success in intensive second language listening training,"Kajiura M, Jeong H, Kawata NYS, Yu S, Kinoshita T, Kawashima R, Sugiura M.",Brain Lang,2021,10.1016/j.bandl.2020.104839
437,Subjective visibility report is facilitated by conscious predictions only,"Alilović J, Slagter HA, van Gaal S.",Conscious Cogn,2021,10.1016/j.concog.2020.103048
438,Somatosensory Illusions Elicited by Sham Electromagnetic Field Exposure: Experimental Evidence for a Predictive Processing Account of Somatic Symptom Perception,"Wolters C, Harzem J, Witthöft M, Gerlach AL, Pohl A.",Psychosom Med,2021,10.1097/PSY.0000000000000884
439,Trait anxiety is linked to increased usage of priors in a perceptual decision making task,"Kraus N, Niedeggen M, Hesselmann G.",Cognition,2021,10.1016/j.cognition.2020.104474
440,Recent advances in the application of predictive coding and active inference models within clinical neuroscience,"Smith R, Badcock P, Friston KJ.",Psychiatry Clin Neurosci,2021,10.1111/pcn.13138
441,Predictive person models elicit motor biases: The face-inhibition effect revisited,"Schenke KC, Wyer NA, Tipper SP, Bach P.",Q J Exp Psychol (Hove),2021,10.1177/1747021820945270
442,"Events, Event Prediction, and Predictive Processing","Hohwy J, Hebblewhite A, Drummond T.",Top Cogn Sci,2021,10.1111/tops.12491
443,Event Representations and Predictive Processing: The Role of the Midline Default Network Core,"Stawarczyk D, Bezdek MA, Zacks JM.",Top Cogn Sci,2021,10.1111/tops.12450
444,"Computational animal welfare: towards cognitive architecture models of animal sentience, emotion and wellbeing","Budaev S, Kristiansen TS, Giske J, Eliassen S.",R Soc Open Sci,2020,10.1098/rsos.201886
445,Opposing Influence of Top-down and Bottom-up Input on Excitatory Layer 2/3 Neurons in Mouse Primary Visual Cortex,"Jordan R, Keller GB.",Neuron,2020,10.1016/j.neuron.2020.09.024
446,Prediction error signaling explains neuronal mismatch responses in the medial prefrontal cortex,"Casado-Román L, Carbajal GV, Pérez-González D, Malmierca MS.",PLoS Biol,2020,10.1371/journal.pbio.3001019
447,Visual statistical learning and integration of perceptual priors are intact in attention deficit hyperactivity disorder,"Richards KL, Karvelis P, Lawrie SM, Seriès P.",PLoS One,2020,10.1371/journal.pone.0243100
448,Predictive Processing during a Naturalistic Statistical Learning Task in ASD,"Wagley N, Lajiness-O'Neill R, Hay JSF, Ugolini M, Bowyer SM, Kovelman I, Brennan JR.",eNeuro,2020,10.1523/ENEURO.0069-19.2020
449,Prior expectations evoke stimulus-specific activity in the deep layers of the primary visual cortex,"Aitken F, Menelaou G, Warrington O, Koolschijn RS, Corbin N, Callaghan MF, Kok P.",PLoS Biol,2020,10.1371/journal.pbio.3001023
450,Emotion anticipation induces emotion effects in neutral words during sentence reading: Evidence from event-related potentials,"Chou LC, Pan YL, Lee CL.",Cogn Affect Behav Neurosci,2020,10.3758/s13415-020-00835-z
451,An integrative explanation of action,Beni MD.,Biosystems,2020,10.1016/j.biosystems.2020.104266
452,Modeling perception and behavior in individuals at clinical high risk for psychosis: Support for the predictive processing framework,"Kafadar E, Mittal VA, Strauss GP, Chapman HC, Ellman LM, Bansal S, Gold JM, Alderson-Day B, Evans S, Moffatt J, Silverstein SM, Walker EF, Woods SW, Corlett PR, Powers AR.",Schizophr Res,2020,10.1016/j.schres.2020.04.017
453,"Blindness, Psychosis, and the Visual Construction of the World","Pollak TA, Corlett PR.",Schizophr Bull,2020,10.1093/schbul/sbz098
454,"Causal perception is central in electromagnetic hypersensitivity - a commentary on ""Electromagnetic hypersensitivity: a critical review of explanatory hypotheses''","Boehmert C, Witthöft M, Van den Bergh O.",Environ Health,2020,10.1186/s12940-020-00652-4
455,Wilding the predictive brain,"Nave K, Deane G, Miller M, Clark A.",Wiley Interdiscip Rev Cogn Sci,2020,10.1002/wcs.1542
456,Using pupillometry to investigate predictive processes in infancy,"Zhang F, Emberson LL.",Infancy,2020,10.1111/infa.12358
