,title,authors,where_published,year,doi
57,Predictive Coding and Internal Error Correction in Speech Production,"Teghipco A, Okada K, Murphy E, Hickok G.",Neurobiol Lang (Camb),2023,10.1162/nol_a_00088
58,Fitting predictive coding to the neurophysiological data,Spratling MW.,Brain Res,2019,10.1016/j.brainres.2019.146313
59,Recent advances in the application of predictive coding and active inference models within clinical neuroscience,"Smith R, Badcock P, Friston KJ.",Psychiatry Clin Neurosci,2021,10.1111/pcn.13138
60,Introduction - Cognitive penetration and predictive coding. Pushing the debate forward with the recent achievements of cognitive science,"Newen A, Marchi F, Brössel P.",Conscious Cogn,2017,10.1016/j.concog.2016.12.001
61,The Interaction between Interoceptive and Action States within a Framework of Predictive Coding,"Marshall AC, Gentsch A, Schütz-Bosbach S.",Front Psychol,2018,10.3389/fpsyg.2018.00180
62,Does signal reduction imply predictive coding in models of spoken word recognition?,"Luthra S, Li MYC, You H, Brodbeck C, Magnuson JS.",Psychon Bull Rev,2021,10.3758/s13423-021-01924-x
63,Predictive coding during action observation - A depth-resolved intersubject functional correlation study at 7T,"Cerliani L, Bhandari R, De Angelis L, van der Zwaag W, Bazin PL, Gazzola V, Keysers C.",Cortex,2022,10.1016/j.cortex.2021.12.008
64,"Direct social perception, mindreading and Bayesian predictive coding","de Bruin L, Strijbos D.",Conscious Cogn,2015,10.1016/j.concog.2015.04.014
65,The free-energy self: a predictive coding account of self-recognition,"Apps MA, Tsakiris M.",Neurosci Biobehav Rev,2014,10.1016/j.neubiorev.2013.01.029
66,Sleep Strengthens Predictive Sequence Coding,"Lutz ND, Wolf I, Hübner S, Born J, Rauss K.",J Neurosci,2018,10.1523/JNEUROSCI.1352-18.2018
67,Multimodal evidence for predictive coding in sentence oral reading,"Zhao B, Zhang G, Wang L, Dang J.",Cereb Cortex,2023,10.1093/cercor/bhad145
68,The Neuronal Basis of Predictive Coding Along the Auditory Pathway: From the Subcortical Roots to Cortical Deviance Detection,"Carbajal GV, Malmierca MS.",Trends Hear,2018,10.1177/2331216518784822
69,Predictive coding feedback results in perceived illusory contours in a recurrent neural network,"Pang Z, O'May CB, Choksi B, VanRullen R.",Neural Netw,2021,10.1016/j.neunet.2021.08.024
70,Vertigo and the processing of vestibular information: A review in the context of predictive coding,"Klingner CM, Axer H, Brodoehl S, Witte OW.",Neurosci Biobehav Rev,2016,10.1016/j.neubiorev.2016.09.009
71,Why do you fear the bogeyman? An embodied predictive coding model of perceptual inference,Pezzulo G.,Cogn Affect Behav Neurosci,2014,10.3758/s13415-013-0227-x
72,"Predictive coding, precision and synchrony",Friston K.,Cogn Neurosci,2012,10.1080/17588928.2012.691277
73,Multistability in auditory stream segregation: a predictive coding view,"Winkler I, Denham S, Mill R, Bohm TM, Bendixen A.",Philos Trans R Soc Lond B Biol Sci,2012,10.1098/rstb.2011.0359
74,Learning on Arbitrary Graph Topologies via Predictive Coding,"Salvatori T, Pinchetti L, Millidge B, Song Y, Bao T, Bogacz R, Lukasiewicz T.",Adv Neural Inf Process Syst,2022,
75,Predictive Coding Over the Lifespan: Increased Reliance on Perceptual Priors in Older Adults-A Magnetoencephalography and Dynamic Causal Modeling Study,"Chan JS, Wibral M, Stawowsky C, Brandl M, Helbling S, Naumer MJ, Kaiser J, Wollstadt P.",Front Aging Neurosci,2021,10.3389/fnagi.2021.631599
76,Inconsistent illusory motion in predictive coding deep neural networks,"Kirubeswaran OR, Storrs KR.",Vision Res,2023,10.1016/j.visres.2023.108195
77,Brain predictive coding processes are associated to COMT gene Val158Met polymorphism,"Bonetti L, Bruzzone SEP, Sedghi NA, Haumann NT, Paunio T, Kantojärvi K, Kliuchko M, Vuust P, Brattico E.",Neuroimage,2021,10.1016/j.neuroimage.2021.117954
78,Predictive coding and hallucinations: a question of balance,Fletcher PC.,Cogn Neuropsychiatry,2017,10.1080/13546805.2017.1391083
79,Rhythmic complexity and predictive coding: a novel approach to modeling rhythm and meter perception in music,"Vuust P, Witek MA.",Front Psychol,2014,10.3389/fpsyg.2014.01111
80,fMRI reveals language-specific predictive coding during naturalistic sentence comprehension,"Shain C, Blank IA, van Schijndel M, Schuler W, Fedorenko E.",Neuropsychologia,2020,10.1016/j.neuropsychologia.2019.107307
81,Faster Convergence in Deep-Predictive-Coding Networks to Learn Deeper Representations,"Sledge IJ, Principe JC.",IEEE Trans Neural Netw Learn Syst,2023,10.1109/TNNLS.2021.3115698
82,Linear Predictive Coding for Acute Stress Prediction from Computer Mouse Movements,"Kim LH, Goel R, Liang J, Pilanci M, Paredes PE.",Annu Int Conf IEEE Eng Med Biol Soc,2021,10.1109/EMBC46164.2021.9630217
83,Predictive coding and stochastic resonance as fundamental principles of auditory phantom perception,"Schilling A, Sedley W, Gerum R, Metzner C, Tziridis K, Maier A, Schulze H, Zeng FG, Friston KJ, Krauss P.",Brain,2023,10.1093/brain/awad255
84,Predictive Coding: A Possible Explanation of Filling-In at the Blind Spot,"Raman R, Sarkar S.",PLoS One,2016,10.1371/journal.pone.0151194
85,Predictive coding for motion stimuli in human early visual cortex,"Schellekens W, van Wezel RJ, Petridou N, Ramsey NF, Raemaekers M.",Brain Struct Funct,2016,10.1007/s00429-014-0942-2
86,A Hierarchical Predictive Coding Model of Object Recognition in Natural Images,Spratling MW.,Cognit Comput,2017,10.1007/s12559-016-9445-1
87,Greater tau pathology is associated with altered predictive coding,"Gjini K, Casey C, Tanabe S, Bo A, Parker M, White M, Kunkel D, Lennertz R, Pearce RA, Betthauser T, Christian BT, Johnson SC, Bendlin BB, Sanders RD.",Brain Commun,2022,10.1093/braincomms/fcac209
88,Temporal integration of multisensory stimuli in autism spectrum disorder: a predictive coding perspective,"Chan JS, Langer A, Kaiser J.",J Neural Transm (Vienna),2016,10.1007/s00702-016-1587-5
89,PreCNet: Next-Frame Video Prediction Based on Predictive Coding,"Straka Z, Svoboda T, Hoffmann M.",IEEE Trans Neural Netw Learn Syst,2023,10.1109/TNNLS.2023.3240857
90,A predictive coding account of bistable perception - a model-based fMRI study,"Weilnhammer V, Stuke H, Hesselmann G, Sterzer P, Schmack K.",PLoS Comput Biol,2017,10.1371/journal.pcbi.1005536
91,Sparse deep predictive coding captures contour integration capabilities of the early visual system,"Boutin V, Franciosini A, Chavane F, Ruffier F, Perrinet L.",PLoS Comput Biol,2021,10.1371/journal.pcbi.1008629
92,The Faces of Predictive Coding,"Brodski A, Paasch GF, Helbling S, Wibral M.",J Neurosci,2015,10.1523/JNEUROSCI.1529-14.2015
93,Are We in Time? How Predictive Coding and Dynamical Systems Explain Musical Synchrony,"Palmer C, Demos AP.",Curr Dir Psychol Sci,2022,10.1177/09637214211053635
94,A predictive coding account of MMN reduction in schizophrenia,Wacongne C.,Biol Psychol,2016,10.1016/j.biopsycho.2015.10.011
95,A predictive coding approach to modelling the perceived complexity of popular music drum patterns,Senn O.,Heliyon,2023,10.1016/j.heliyon.2023.e15199
96,Combining predictive coding and neural oscillations enables online syllable recognition in natural speech,"Hovsepyan S, Olasagasti I, Giraud AL.",Nat Commun,2020,10.1038/s41467-020-16956-5
97,The cortical organization of speech processing: feedback control and predictive coding the context of a dual-stream model,Hickok G.,J Commun Disord,2012,10.1016/j.jcomdis.2012.06.004
98,Sedation Modulates Frontotemporal Predictive Coding Circuits and the Double Surprise Acceleration Effect,"Witon A, Shirazibehehsti A, Cooke J, Aviles A, Adapa R, Menon DK, Chennu S, Bekinschtein T, Lopez JD, Litvak V, Li L, Friston K, Bowman H.",Cereb Cortex,2020,10.1093/cercor/bhaa071
99,Noninvasive modulation of predictive coding in humans: causal evidence for frequency-specific temporal dynamics,"Draganov M, Galiano-Landeira J, Doruk Camsari D, Ramírez JE, Robles M, Chanes L.",Cereb Cortex,2023,10.1093/cercor/bhad127
100,The role of arousal in predictive coding,Ferreira-Santos F.,Behav Brain Sci,2016,10.1017/S0140525X15001788
101,Predictive Processing: A Canonical Cortical Computation,"Keller GB, Mrsic-Flogel TD.",Neuron,2018,10.1016/j.neuron.2018.10.003
102,Predictive coding and adaptive behavior in patients with genetically determined cerebellar ataxia--A neurophysiology study,"Tunc S, Baginski N, Lubs J, Bally JF, Weissbach A, Baaske MK, Tadic V, Brüggemann N, Bäumer T, Beste C, Münchau A.",Neuroimage Clin,2019,10.1016/j.nicl.2019.102043
103,Predictive coding in autism spectrum disorder and attention deficit hyperactivity disorder,"Gonzalez-Gadea ML, Chennu S, Bekinschtein TA, Rattazzi A, Beraudi A, Tripicchio P, Moyano B, Soffita Y, Steinberg L, Adolfi F, Sigman M, Marino J, Manes F, Ibanez A.",J Neurophysiol,2015,10.1152/jn.00543.2015
104,A predictive coding approach to psychedelic virtual-induced hallucinations and creative cognition in aging,"Magni G, Tuena C, Riva G.",Front Hum Neurosci,2023,10.3389/fnhum.2023.1219052
105,Evidence of a predictive coding hierarchy in the human brain listening to speech,"Caucheteux C, Gramfort A, King JR.",Nat Hum Behav,2023,10.1038/s41562-022-01516-2
106,A Predictive Coding Model for Evoked and Spontaneous Pain Perception,"Song Y, Kemprecos H, Wang J, Chen Z.",Annu Int Conf IEEE Eng Med Biol Soc,2019,10.1109/EMBC.2019.8857298
107,"Interpersonal predictive coding, not action perception, is impaired in autism","von der Lühe T, Manera V, Barisic I, Becchio C, Vogeley K, Schilbach L.",Philos Trans R Soc Lond B Biol Sci,2016,10.1098/rstb.2015.0373
108,3-D compressed sensing optical coherence tomography using predictive coding,"McLean JP, Hendon CP.",Biomed Opt Express,2021,10.1364/BOE.421848
109,Deep Gated Hebbian Predictive Coding Accounts for Emergence of Complex Neural Response Properties Along the Visual Cortical Hierarchy,"Dora S, Bohte SM, Pennartz CMA.",Front Comput Neurosci,2021,10.3389/fncom.2021.666131
110,The N300: An Index for Predictive Coding of Complex Visual Objects and Scenes,"Kumar M, Federmeier KD, Beck DM.",Cereb Cortex Commun,2021,10.1093/texcom/tgab030
111,Predictive coding of phonological rules in auditory cortex: A mismatch negativity study,"Ylinen S, Huuskonen M, Mikkola K, Saure E, Sinkkonen T, Paavilainen P.",Brain Lang,2016,10.1016/j.bandl.2016.08.007
112,Evidence from auditory and visual event-related potential (ERP) studies of deviance detection (MMN and vMMN) linking predictive coding theories and perceptual object representations,"Winkler I, Czigler I.",Int J Psychophysiol,2012,10.1016/j.ijpsycho.2011.10.001
113,Predisposition to domain-wide maladaptive changes in predictive coding in auditory phantom perception,"Mohan A, Luckey A, Weisz N, Vanneste S.",Neuroimage,2022,10.1016/j.neuroimage.2021.118813
114,A Predictive Coding Account of Psychotic Symptoms in Autism Spectrum Disorder,"van Schalkwyk GI, Volkmar FR, Corlett PR.",J Autism Dev Disord,2017,10.1007/s10803-017-3065-9
115,A Predictive Coding Perspective on Beta Oscillations during Sentence-Level Language Comprehension,"Lewis AG, Schoffelen JM, Schriefers H, Bastiaansen M.",Front Hum Neurosci,2016,10.3389/fnhum.2016.00085
116,"Predictive Processing, Source Monitoring, and Psychosis","Griffin JD, Fletcher PC.",Annu Rev Clin Psychol,2017,10.1146/annurev-clinpsy-032816-045145
117,Editorial: Brain Oscillations and Predictive Coding in the Context of Different Conscious States and Sleep-Wake Cycle: Implications for Decision Making and Psychopathology,Kirov R.,Front Psychol,2016,10.3389/fpsyg.2016.01768
118,Atypical visual-auditory predictive coding in autism spectrum disorder: Electrophysiological evidence from stimulus omissions,"van Laarhoven T, Stekelenburg JJ, Eussen ML, Vroomen J.",Autism,2020,10.1177/1362361320926061
119,"Novelty Manipulations, Memory Performance, and Predictive Coding: the Role of Unexpectedness","Reichardt R, Polner B, Simor P.",Front Hum Neurosci,2020,10.3389/fnhum.2020.00152
120,Predictive coding as a model of the V1 saliency map hypothesis,Spratling MW.,Neural Netw,2012,10.1016/j.neunet.2011.10.002
121,Predictive coding of music--brain responses to rhythmic incongruity,"Vuust P, Ostergaard L, Pallesen KJ, Bailey C, Roepstorff A.",Cortex,2009,10.1016/j.cortex.2008.05.014
122,Predictive coding as a model of biased competition in visual attention,Spratling MW.,Vision Res,2008,10.1016/j.visres.2008.03.009
123,Visual Mismatch and Predictive Coding: A Computational Single-Trial ERP Study,"Stefanics G, Heinzle J, Horváth AA, Stephan KE.",J Neurosci,2018,10.1523/JNEUROSCI.3365-17.2018
124,Alpha oscillations and traveling waves: Signatures of predictive coding?,"Alamia A, VanRullen R.",PLoS Biol,2019,10.1371/journal.pbio.3000487
125,Predictive coding in visual search as revealed by cross-frequency EEG phase synchronization,"Sauseng P, Conci M, Wild B, Geyer T.",Front Psychol,2015,10.3389/fpsyg.2015.01655
126,Predictive Processes and the Peculiar Case of Music,"Koelsch S, Vuust P, Friston K.",Trends Cogn Sci,2019,10.1016/j.tics.2018.10.006
127,The cortical modulation of stimulus-specific adaptation in the auditory midbrain and thalamus: a potential neuronal correlate for predictive coding,"Malmierca MS, Anderson LA, Antunes FM.",Front Syst Neurosci,2015,10.3389/fnsys.2015.00019
128,Predictive coding as a model of response properties in cortical area V1,Spratling MW.,J Neurosci,2010,10.1523/JNEUROSCI.4911-09.2010
129,"Predictive coding? Yes, but from what source?",Hickok G.,Behav Brain Sci,2013,10.1017/S0140525X12002750
130,Waves of prediction,Friston KJ.,PLoS Biol,2019,10.1371/journal.pbio.3000426
131,Information-Theoretic Evidence for Predictive Coding in the Face-Processing System,"Brodski-Guerniero A, Paasch GF, Wollstadt P, Özdemir I, Lizier JT, Wibral M.",J Neurosci,2017,10.1523/JNEUROSCI.0614-17.2017
132,What is Bottom-Up and What is Top-Down in Predictive Coding?,"Rauss K, Pourtois G.",Front Psychol,2013,10.3389/fpsyg.2013.00276
133,Predictive coding accounts for V1 response properties recorded using reverse correlation,Spratling MW.,Biol Cybern,2012,10.1007/s00422-012-0477-7
134,Predictive coding explains auditory and tactile influences on vision during binocular rivalry,"Jack BN, Hacker G.",J Neurosci,2014,10.1523/JNEUROSCI.1040-14.2014
135,Dynamic predictive coding by the retina,"Hosoya T, Baccus SA, Meister M.",Nature,2005,10.1038/nature03689
136,Predictive coding accelerates word recognition and learning in the early stages of language development,"Ylinen S, Bosseler A, Junttila K, Huotilainen M.",Dev Sci,2017,10.1111/desc.12472
137,Complementing predictive coding,Newsome W.,Front Psychol,2012,10.3389/fpsyg.2012.00554
138,A Novel Predictive-Coding-Inspired Variational RNN Model for Online Prediction and Recognition,"Ahmadi A, Tani J.",Neural Comput,2019,10.1162/neco_a_01228
139,Neural markers of predictive coding under perceptual uncertainty revealed with Hierarchical Frequency Tagging,"Gordon N, Koenig-Robert R, Tsuchiya N, van Boxtel JJ, Hohwy J.",Elife,2017,10.7554/eLife.22749
140,Timing in Predictive Coding: The Roles of Task Relevance and Global Probability,"Sherwell C, Garrido MI, Cunnington R.",J Cogn Neurosci,2017,10.1162/jocn_a_01085
141,An interoceptive predictive coding model of conscious presence,"Seth AK, Suzuki K, Critchley HD.",Front Psychol,2012,10.3389/fpsyg.2011.00395
142,Electrophysiological alterations in motor-auditory predictive coding in autism spectrum disorder,"van Laarhoven T, Stekelenburg JJ, Eussen MLJM, Vroomen J.",Autism Res,2019,10.1002/aur.2087
143,The second agent effect: Interpersonal predictive coding in people with schizophrenia,"Okruszek Ł, Piejka A, Wysokiński A, Szczepocka E, Manera V.",Soc Neurosci,2019,10.1080/17470919.2017.1415969
144,Now you hear it: a predictive coding model for understanding rhythmic incongruity,"Vuust P, Dietz MJ, Witek M, Kringelbach ML.",Ann N Y Acad Sci,2018,10.1111/nyas.13622
145,Role of N-Methyl-D-Aspartate Receptors in Action-Based Predictive Coding Deficits in Schizophrenia,"Kort NS, Ford JM, Roach BJ, Gunduz-Bruce H, Krystal JH, Jaeger J, Reinhart RM, Mathalon DH.",Biol Psychiatry,2017,10.1016/j.biopsych.2016.06.019
146,A predictive coding perspective on autism spectrum disorders,"van Boxtel JJ, Lu H.",Front Psychol,2013,10.3389/fpsyg.2013.00019
147,Predictive coding and the slowness principle: an information-theoretic approach,"Creutzig F, Sprekeler H.",Neural Comput,2008,10.1162/neco.2008.01-07-455
148,Alpha-to-beta- and gamma-band activity reflect predictive coding in affective visual processing,"Strube A, Rose M, Fazeli S, Büchel C.",Sci Rep,2021,10.1038/s41598-021-02939-z
149,Simulating Developmental and Individual Differences of Drawing Behavior in Children Using a Predictive Coding Model,"Philippsen A, Tsuji S, Nagai Y.",Front Neurorobot,2022,10.3389/fnbot.2022.856184
150,Beta- and gamma-band activity reflect predictive coding in the processing of causal events,"van Pelt S, Heil L, Kwisthout J, Ondobaka S, van Rooij I, Bekkering H.",Soc Cogn Affect Neurosci,2016,10.1093/scan/nsw017
151,Past and Future Explanations for Depersonalization and Derealization Disorder: A Role for Predictive Coding,"Gatus A, Jamieson G, Stevenson B.",Front Hum Neurosci,2022,10.3389/fnhum.2022.744487
152,Multimodal Representation Learning for Place Recognition Using Deep Hebbian Predictive Coding,"Pearson MJ, Dora S, Struckmeier O, Knowles TC, Mitchinson B, Tiwari K, Kyrki V, Bohte S, Pennartz CMA.",Front Robot AI,2021,10.3389/frobt.2021.732023
153,Neural Substrates and Models of Omission Responses and Predictive Processes,"Braga A, Schönwiesner M.",Front Neural Circuits,2022,10.3389/fncir.2022.799581
154,Interactions of Medial and Lateral Prefrontal Cortex in Hierarchical Predictive Coding,"Alexander WH, Womelsdorf T.",Front Comput Neurosci,2021,10.3389/fncom.2021.605271
155,Know thy agency in predictive coding: Meta-monitoring over forward modeling,Asai T.,Conscious Cogn,2017,10.1016/j.concog.2017.03.001
156,Neural evidence for predictive coding in auditory cortex during speech production,"Okada K, Matchin W, Hickok G.",Psychon Bull Rev,2018,10.3758/s13423-017-1284-x
157,Reconciling predictive coding and biased competition models of cortical function,Spratling MW.,Front Comput Neurosci,2008,10.3389/neuro.10.004.2008
158,"Commentary: Brain, Mind, World: Predictive Coding, Neo-Kantianism, and Transcendental Idealism",Piekarski M.,Front Psychol,2017,10.3389/fpsyg.2017.02077
159,Frontal cortex function as derived from hierarchical predictive coding,"Alexander WH, Brown JW.",Sci Rep,2018,10.1038/s41598-018-21407-9
160,"Biological motion sensitivity, but not interpersonal predictive coding is impaired in schizophrenia","Okruszek Ł, Piejka A, Wysokiński A, Szczepocka E, Manera V.",J Abnorm Psychol,2018,10.1037/abn0000335
161,Predictive coding strategies for developmental neurorobotics,"Park JC, Lim JH, Choi H, Kim DS.",Front Psychol,2012,10.3389/fpsyg.2012.00134
162,The Predictive Brain as a Stubborn Scientist,"Yon D, de Lange FP, Press C.",Trends Cogn Sci,2019,10.1016/j.tics.2018.10.003
163,'Bodily precision': a predictive coding account of individual differences in interoceptive accuracy,"Ainley V, Apps MA, Fotopoulou A, Tsakiris M.",Philos Trans R Soc Lond B Biol Sci,2016,10.1098/rstb.2016.0003
